GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
0500000US41019,41019,"Douglas County, Oregon",29217,689,9857,500,6217,452,253,116,1714,282,3387,370,3190,357,197,94,863,197,845,200,18,23,3640,393,1064,267,184,95,779,217,81,64,20,30,2576,344,504,171,1745,300,240,92,87,78,19360,509,16261,484,5553,366,5005,412,4857,416,4368,404,489,151,846,222,774,201,72,69,3099,402,1048,244,323,150,347,147,332,138,46,54,2051,315,596,174,895,201,546,156,14,15
0500000US41021,41021,"Gilliam County, Oregon",532,44,179,37,120,36,4,6,26,19,63,24,60,24,3,4,27,18,27,18,0,12,59,26,21,18,6,9,15,16,0,12,0,12,38,21,0,12,38,21,0,12,0,12,353,56,315,55,71,23,88,31,133,40,130,41,3,4,23,20,23,20,0,12,38,22,0,12,0,12,0,12,0,12,0,12,38,22,19,17,10,9,8,12,1,2
0500000US41023,41023,"Grant County, Oregon",2126,143,728,87,474,73,18,13,60,32,326,59,321,58,5,8,70,42,66,42,4,6,254,77,81,38,1,3,54,30,15,22,11,16,173,62,42,42,103,43,28,26,0,17,1398,110,1298,102,454,76,372,78,438,84,433,83,5,6,34,19,28,18,6,6,100,49,39,24,15,13,16,14,8,10,0,17,61,36,4,7,38,28,19,16,0,17
0500000US41025,41025,"Harney County, Oregon",2158,174,838,135,582,127,56,80,36,27,422,97,407,97,15,17,68,26,65,27,3,6,256,116,66,61,0,17,63,59,3,5,0,17,190,99,7,9,119,82,64,56,0,17,1320,104,1178,107,319,88,354,109,481,111,444,101,37,35,24,16,24,16,0,17,142,48,55,36,30,34,21,22,0,17,4,9,87,44,24,29,42,28,21,19,0,17
0500000US41027,41027,"Hood River County, Oregon",5453,368,2461,261,1913,280,3,4,259,123,1367,265,1315,266,52,37,284,102,261,104,23,29,548,198,127,77,23,31,49,41,55,59,0,22,421,177,25,31,332,155,64,64,0,22,2992,273,2622,236,587,98,459,118,1171,210,1130,211,41,29,405,109,368,108,37,38,370,129,181,101,27,26,97,84,43,47,14,22,189,72,58,40,61,35,33,30,37,39
0500000US41029,41029,"Jackson County, Oregon",53998,961,21596,761,13670,712,187,104,3876,467,7588,572,7280,568,308,112,2019,298,1926,275,93,113,7926,606,2138,322,319,122,1467,279,352,124,0,28,5788,575,1087,294,3859,484,673,221,169,108,32402,672,27081,691,8546,494,7040,600,9931,570,9078,585,853,146,1564,285,1477,280,87,61,5321,509,1356,310,160,92,503,171,659,229,34,34,3965,436,747,190,1655,278,1277,298,286,131
0500000US41031,41031,"Jefferson County, Oregon",5506,301,2070,208,1106,187,11,24,308,162,666,151,571,134,95,72,121,75,121,75,0,22,964,175,370,107,37,22,249,101,75,55,9,13,594,152,141,79,334,125,73,40,46,29,3436,276,2599,213,786,127,782,143,834,156,718,140,116,84,197,95,182,95,15,14,837,181,383,152,73,71,189,108,68,47,53,54,454,122,88,48,95,45,152,65,119,75
0500000US41033,41033,"Josephine County, Oregon",22009,700,7391,482,4630,429,194,122,1279,250,2481,313,2402,304,79,57,676,165,627,172,49,43,2761,369,1022,227,152,84,825,212,45,44,0,28,1739,320,436,160,1121,284,163,117,19,28,14618,601,12247,577,5091,387,3033,368,3656,354,3356,339,300,117,467,143,427,141,40,33,2371,349,670,186,167,102,308,104,151,101,44,48,1701,284,408,142,803,177,370,158,120,78
0500000US41035,41035,"Klamath County, Oregon",18313,530,7449,421,4526,373,125,68,1168,246,2694,347,2460,336,234,105,539,144,465,139,74,60,2923,331,1039,222,129,85,734,180,176,113,0,28,1884,285,369,152,1230,248,204,120,81,70,10864,429,8801,408,2885,278,2344,276,3208,296,2870,297,338,125,364,118,330,108,34,35,2063,235,689,177,146,67,176,67,252,114,115,91,1374,179,430,119,543,136,369,111,32,23
0500000US41037,41037,"Lake County, Oregon",2148,192,721,121,599,114,0,17,114,53,353,92,333,90,20,29,132,72,132,72,0,17,122,61,32,30,0,17,28,27,4,8,0,17,90,57,62,51,16,21,9,16,3,7,1427,141,1279,147,403,99,371,100,464,108,433,112,31,36,41,30,41,30,0,17,148,63,41,38,2,2,39,38,0,17,0,17,107,45,34,36,24,24,43,32,6,10
0500000US41039,41039,"Lane County, Oregon",86248,1114,33976,872,21815,783,546,174,5816,442,12838,601,12222,585,616,138,2615,389,2452,377,163,76,12161,716,3539,484,483,188,2714,430,323,116,19,23,8622,507,1816,326,5772,524,754,189,280,121,52272,917,42377,949,11777,638,10871,556,16588,785,15258,738,1330,199,3141,365,2901,341,240,94,9895,628,3045,315,625,158,1149,234,1072,215,199,83,6850,548,1475,275,2602,310,2391,336,382,121
0500000US41041,41041,"Lincoln County, Oregon",13045,489,4142,312,2599,303,59,51,431,126,1487,245,1396,248,91,55,622,180,519,155,103,101,1543,238,522,149,3,5,354,133,165,90,0,25,1021,201,247,117,638,141,136,92,0,25,8903,365,7547,376,2583,265,1753,233,2807,269,2594,258,213,95,404,123,375,122,29,26,1356,216,372,114,53,39,164,75,101,51,54,58,984,208,296,121,330,119,341,117,17,17
0500000US41043,41043,"Linn County, Oregon",30845,638,12735,562,8379,531,126,86,2685,285,4537,374,4325,375,212,80,1031,212,926,204,105,69,4356,426,992,220,123,95,688,195,175,98,6,10,3364,358,769,187,2262,273,237,115,96,89,18110,542,15487,608,4673,325,3694,309,5882,479,5408,462,474,141,1238,227,1151,229,87,54,2623,374,922,213,169,80,349,132,370,157,34,45,1701,297,585,186,495,125,575,185,46,33
0500000US41045,41045,"Malheur County, Oregon",6879,291,3081,231,2103,208,0,25,577,124,1134,178,1074,174,60,36,392,113,385,111,7,11,978,148,274,97,27,24,178,92,69,54,0,25,704,125,224,95,425,106,55,47,0,25,3798,207,3132,210,933,130,846,115,1066,164,995,163,71,35,287,79,258,79,29,22,666,132,172,61,14,16,71,35,79,43,8,12,494,130,70,40,218,96,187,82,19,17
0500000US41047,41047,"Marion County, Oregon",78306,946,37154,918,24161,873,317,116,5909,505,13901,823,12899,816,1002,249,4034,457,3838,450,196,81,12993,791,3223,394,388,153,2346,371,342,169,147,74,9770,708,1772,359,6634,575,1118,208,246,104,41152,805,33317,809,8506,353,8825,516,12500,615,11354,577,1146,212,3486,408,3041,396,445,132,7835,585,2767,358,374,140,852,209,1015,262,526,201,5068,474,796,196,1946,288,1852,329,474,146
0500000US41049,41049,"Morrow County, Oregon",2811,174,1286,134,877,126,20,22,225,72,479,95,452,92,27,24,153,52,149,52,4,6,409,102,139,57,28,32,87,44,11,13,13,22,270,77,33,27,163,59,68,44,6,11,1525,126,1303,110,262,51,409,88,549,115,541,115,8,9,83,40,83,40,0,19,222,78,71,55,9,13,9,10,29,39,24,30,151,62,38,30,62,42,38,30,13,23
0500000US41051,41051,"Multnomah County, Oregon",166106,2192,76197,1450,50801,1405,734,178,13390,832,30973,1117,29507,1129,1466,269,5704,555,5336,523,368,127,25396,1139,6274,617,579,176,4870,561,619,217,206,120,19122,878,3841,450,12951,769,1859,301,471,170,89909,1698,69560,1393,11930,597,16741,831,34254,1060,31844,1051,2410,317,6635,483,5827,436,808,217,20349,928,6387,541,1015,197,2062,291,2750,431,560,157,13962,757,2702,348,5105,457,5293,462,862,165
0500000US41053,41053,"Polk County, Oregon",19535,530,8072,450,5899,388,66,51,1833,262,3162,351,3034,354,128,71,838,186,750,165,88,80,2173,308,555,168,89,77,419,146,47,39,0,28,1618,314,338,140,1004,258,276,141,0,28,11463,442,9678,429,2723,208,2172,269,3988,394,3743,382,245,95,795,196,754,198,41,39,1785,266,591,173,160,92,132,85,233,122,66,83,1194,218,334,130,433,128,330,115,97,72
0500000US41055,41055,"Sherman County, Oregon",484,47,163,32,115,28,1,2,29,16,68,26,68,26,0,12,17,11,17,11,0,12,48,19,13,13,3,4,9,13,1,2,0,12,35,16,9,9,19,13,7,6,0,12,321,42,291,40,95,23,62,16,114,28,114,28,0,12,20,11,20,11,0,12,30,12,9,7,0,12,0,12,9,7,0,12,21,10,9,7,9,9,2,3,1,3
0500000US41057,41057,"Tillamook County, Oregon",6575,305,2257,208,1518,181,3,5,378,147,862,151,825,154,37,41,275,103,253,100,22,22,739,178,237,95,15,18,166,77,56,45,0,22,502,149,50,47,395,136,57,56,0,22,4318,258,3729,220,1472,154,820,157,1232,194,1137,183,95,49,205,89,195,88,10,14,589,141,200,85,32,24,114,77,54,38,0,22,389,111,71,31,245,93,73,48,0,22
0500000US41059,41059,"Umatilla County, Oregon",18424,438,8582,358,5230,384,49,39,982,236,3134,364,3015,359,119,74,1065,195,1029,195,36,31,3352,423,840,216,35,38,696,205,105,79,4,5,2512,366,319,126,1723,312,290,155,180,144,9842,391,8005,378,2003,206,1797,239,3436,306,2991,261,445,128,769,174,610,167,159,100,1837,289,668,153,43,35,171,77,265,106,189,105,1169,221,174,81,386,114,532,170,77,58
0500000US41061,41061,"Union County, Oregon",6763,255,2776,183,1893,181,34,29,492,110,1099,146,1021,146,78,36,268,84,264,84,4,6,883,166,292,94,42,37,241,95,9,12,0,22,591,130,154,76,372,131,53,43,12,12,3987,199,3572,224,1069,128,909,131,1288,143,1201,145,87,42,306,79,297,77,9,13,415,124,186,96,62,59,39,27,85,57,0,22,229,61,56,32,83,42,71,32,19,17
0500000US41063,41063,"Wallowa County, Oregon",1847,150,553,86,326,65,29,25,56,24,202,53,202,53,0,17,39,21,32,19,7,11,227,70,20,18,0,17,20,18,0,17,0,17,207,69,10,12,164,64,23,20,10,16,1294,121,1178,120,331,80,307,63,497,94,490,93,7,8,43,21,40,21,3,4,116,40,34,23,2,3,8,10,24,21,0,17,82,33,10,11,62,28,8,11,2,3
0500000US41065,41065,"Wasco County, Oregon",6484,341,2359,246,1487,181,13,19,350,103,914,153,826,139,88,60,210,74,204,73,6,10,872,180,200,82,2,4,186,80,12,19,0,22,672,165,160,84,436,141,56,38,20,32,4125,250,3493,217,1012,135,805,116,1344,162,1259,154,85,57,332,84,283,87,49,37,632,152,163,67,42,37,51,41,64,40,6,9,469,130,72,48,184,85,174,75,39,34
0500000US41067,41067,"Washington County, Oregon",135468,1304,67135,1128,50630,1220,432,109,14852,860,29956,974,28449,932,1507,289,5390,531,4922,504,468,192,16505,965,4232,553,397,175,3168,437,600,234,67,45,12273,851,1463,283,8796,715,1744,317,270,129,68333,1206,56110,1184,10188,454,14260,847,25732,971,23653,924,2079,332,5930,453,5266,405,664,214,12223,799,4151,526,421,139,1277,259,1885,284,568,165,8072,547,1076,198,2815,318,3326,344,855,208
0500000US41069,41069,"Wheeler County, Oregon",410,41,83,23,56,19,0,12,4,5,39,16,35,15,4,5,13,11,13,11,0,12,27,16,10,9,0,12,10,9,0,12,0,12,17,13,0,12,15,12,2,3,0,12,327,37,303,37,90,19,84,22,122,28,113,27,9,7,7,6,7,6,0,12,24,14,8,12,0,12,0,12,8,12,0,12,16,9,5,4,10,7,1,3,0,12
0500000US41071,41071,"Yamhill County, Oregon",24954,680,11069,612,8013,492,103,52,2022,308,4486,403,4133,388,353,163,1402,223,1238,215,164,102,3056,386,925,246,94,70,742,246,64,42,25,26,2131,314,392,119,1446,288,248,116,45,44,13885,492,11578,432,3024,252,2613,273,4953,350,4505,338,448,138,988,163,867,153,121,60,2307,308,785,200,134,68,190,100,397,150,64,45,1522,233,306,121,546,134,611,158,59,49
