GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
0500000US41021,41021,"Gilliam County, Oregon",532,44,179,37,120,36,107,33,107,33,65,23,65,23,0,12,42,25,0,12,0,12,0,12,0,12,0,12,13,11,4,5,4,5,0,12,9,9,59,26,21,18,21,18,15,16,6,9,0,12,38,21,38,21,38,21,0,12,0,12,353,56,315,55,210,46,198,46,153,44,147,43,6,7,45,24,12,11,2,3,2,3,0,12,10,11,105,27,28,17,28,17,0,12,77,24,38,22,0,12,0,12,0,12,0,12,0,12,38,22,9,13,9,13,0,12,29,18
0500000US41023,41023,"Grant County, Oregon",2126,143,728,87,474,73,442,70,399,68,301,61,277,58,24,20,98,35,43,29,43,29,33,23,10,15,0,17,32,18,14,12,14,12,0,17,18,13,254,77,81,38,80,38,56,32,24,24,1,3,173,62,122,47,122,47,0,17,51,42,1398,110,1298,102,567,87,516,91,377,85,373,85,4,6,139,44,51,34,11,11,11,11,0,17,40,32,731,90,143,44,131,42,12,13,588,93,100,49,39,24,2,4,2,4,0,17,37,23,61,36,24,16,24,16,0,17,37,28
0500000US41025,41025,"Harney County, Oregon",2158,174,838,135,582,127,508,99,487,95,366,82,359,83,7,9,121,66,21,20,21,20,15,17,6,10,0,17,74,83,14,16,14,16,0,17,60,81,256,116,66,61,50,55,50,55,0,17,16,21,190,99,183,99,141,80,42,56,7,9,1320,104,1178,107,674,122,626,120,383,99,377,99,6,9,243,97,48,35,22,27,22,27,0,17,26,26,504,104,125,65,122,64,3,4,379,96,142,48,55,36,6,10,6,10,0,17,49,37,87,44,25,20,17,16,8,11,62,41
0500000US41027,41027,"Hood River County, Oregon",5453,368,2461,261,1913,280,1843,282,1796,287,1442,270,1391,269,51,38,354,133,47,42,42,42,42,42,0,22,5,8,70,43,50,41,50,41,0,22,20,20,548,198,127,77,104,69,104,69,0,22,23,31,421,177,382,166,382,166,0,22,39,35,2992,273,2622,236,1576,192,1495,193,1244,196,1152,187,92,53,251,82,81,42,70,41,70,41,0,22,11,13,1046,159,270,97,258,96,12,20,776,122,370,129,181,101,107,82,97,81,10,16,74,54,189,72,75,50,54,45,21,24,114,45
0500000US41029,41029,"Jackson County, Oregon",53998,961,21596,761,13670,712,12567,667,11526,668,8177,594,7673,576,504,157,3349,417,1041,210,825,175,714,183,111,87,216,112,1103,279,784,238,742,229,42,56,319,147,7926,606,2138,322,1808,321,1406,269,402,154,330,116,5788,575,4487,495,3950,431,537,199,1301,321,32402,672,27081,691,14090,644,12772,672,9121,658,8367,595,754,198,3651,409,1318,246,849,203,695,185,154,71,469,156,12973,580,3351,403,3103,365,248,105,9622,486,5321,509,1356,310,970,265,805,244,165,101,386,145,3965,436,1915,337,1774,328,141,96,2050,302
0500000US41031,41031,"Jefferson County, Oregon",5506,301,2070,208,1106,187,1022,184,898,169,652,150,601,154,51,35,246,135,124,94,115,98,97,94,18,29,9,13,84,36,43,36,43,36,0,22,41,33,964,175,370,107,335,107,291,105,44,25,35,24,594,152,386,142,337,136,49,32,208,93,3436,276,2599,213,1352,204,1234,184,754,165,711,160,43,30,480,104,118,72,81,56,31,24,50,52,37,36,1247,161,268,94,261,93,7,10,979,139,837,181,383,152,259,125,173,91,86,79,124,80,454,122,281,97,226,90,55,34,173,66
0500000US41033,41033,"Josephine County, Oregon",22009,700,7391,482,4630,429,4235,425,3726,423,2627,337,2538,328,89,60,1099,218,509,187,296,147,268,140,28,32,213,129,395,136,201,86,175,84,26,28,194,114,2761,369,1022,227,734,193,627,176,107,66,288,137,1739,320,1212,264,961,211,251,146,527,169,14618,601,12247,577,5244,417,4798,416,3258,360,2923,317,335,159,1540,257,446,144,360,133,245,90,115,97,86,50,6984,425,1354,281,1248,261,106,101,5630,379,2371,349,670,186,356,138,277,124,79,58,314,140,1701,284,644,168,533,155,111,87,1057,229
0500000US41035,41035,"Klamath County, Oregon",18313,530,7449,421,4526,373,4138,356,3670,349,2386,309,2257,310,129,48,1284,215,468,155,424,154,317,115,107,106,44,30,373,119,265,115,242,100,23,37,108,54,2923,331,1039,222,885,193,855,190,30,29,154,107,1884,285,1382,266,1294,267,88,62,502,171,10864,429,8801,408,4481,313,4081,301,2805,300,2607,307,198,86,1276,207,400,128,187,77,129,66,58,42,213,100,4308,315,1083,199,1009,194,74,40,3225,271,2063,235,689,177,443,152,373,140,70,44,246,84,1374,179,490,119,466,120,24,19,884,179
0500000US41037,41037,"Lake County, Oregon",2148,192,721,121,599,114,567,118,544,119,427,111,376,102,51,41,117,59,23,24,23,24,23,24,0,17,0,17,32,31,32,31,32,31,0,17,0,17,122,61,32,30,32,30,32,30,0,17,0,17,90,57,57,46,22,26,35,37,33,34,1427,141,1279,147,653,132,602,131,407,107,382,105,25,21,195,88,51,44,28,30,14,16,14,24,23,35,626,116,159,59,119,53,40,35,467,97,148,63,41,38,6,9,6,9,0,17,35,37,107,45,67,36,57,34,10,16,40,38
0500000US41039,41039,"Lane County, Oregon",86248,1114,33976,872,21815,783,19972,753,18910,751,13126,707,12269,680,857,171,5784,432,1062,223,755,160,612,137,143,85,307,156,1843,299,1155,232,1075,221,80,64,688,183,12161,716,3539,484,3094,454,2398,372,696,240,445,181,8622,507,6480,521,5433,532,1047,262,2142,324,52272,917,42377,949,23867,801,21834,827,15543,823,14809,788,734,192,6291,437,2033,301,1533,256,1280,242,253,81,500,145,18458,738,4664,439,4430,412,234,90,13794,671,9895,628,3045,315,1828,253,1402,232,426,170,1217,206,6850,548,3665,378,3439,402,226,80,3185,389
0500000US41041,41041,"Lincoln County, Oregon",13045,489,4142,312,2599,303,2479,294,2421,286,1812,273,1706,253,106,64,609,164,58,34,36,26,36,26,0,25,22,21,120,61,74,43,74,43,0,25,46,49,1543,238,522,149,471,135,412,137,59,40,51,51,1021,201,727,160,635,154,92,55,294,142,8903,365,7547,376,3626,288,3413,277,2428,258,2309,249,119,53,985,192,213,74,99,53,87,48,12,15,114,55,3912,303,993,196,904,192,89,45,2919,263,1356,216,372,114,256,98,220,97,36,29,116,65,984,208,457,146,405,135,52,47,527,144
0500000US41043,41043,"Linn County, Oregon",30845,638,12735,562,8379,531,7634,492,7197,466,4937,401,4435,368,502,177,2260,250,437,123,330,111,298,105,32,40,107,48,745,196,521,175,494,170,27,42,224,112,4356,426,992,220,881,214,800,200,81,60,111,88,3364,358,2231,263,1902,253,329,140,1133,246,18110,542,15487,608,8513,576,7952,579,5669,453,5415,437,254,112,2283,321,561,155,375,119,346,122,29,29,186,101,6960,338,1520,196,1446,196,74,43,5440,279,2623,374,922,213,619,205,590,203,29,28,303,89,1701,297,750,165,696,155,54,48,951,232
0500000US41045,41045,"Malheur County, Oregon",6879,291,3081,231,2103,208,2009,207,1865,214,1268,198,1146,189,122,63,597,126,144,84,130,82,130,82,0,25,14,21,94,55,80,51,78,51,2,4,14,17,978,148,274,97,238,94,221,91,17,16,36,29,704,125,567,126,403,110,164,90,137,68,3798,207,3132,210,1691,173,1593,165,1031,147,970,136,61,58,562,103,98,46,69,44,42,38,27,23,29,26,1441,150,380,88,373,88,7,7,1061,127,666,132,172,61,104,54,104,54,0,25,68,37,494,130,308,103,289,96,19,21,186,85
