GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD21,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present:"
HD01_VD22,"Estimate; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force:"
HD02_VD22,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force:"
HD01_VD23,"Estimate; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Employed or in Armed Forces"
HD02_VD23,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Employed or in Armed Forces"
HD01_VD24,"Estimate; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Unemployed"
HD02_VD24,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Unemployed"
HD01_VD25,"Estimate; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD02_VD25,"Margin of Error; Total: - With own children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD01_VD26,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present:"
HD02_VD26,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present:"
HD01_VD27,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force:"
HD02_VD27,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force:"
HD01_VD28,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Employed or in Armed Forces"
HD02_VD28,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Employed or in Armed Forces"
HD01_VD29,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Unemployed"
HD02_VD29,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Unemployed"
HD01_VD30,"Estimate; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
HD02_VD30,"Margin of Error; Total: - With own children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
HD01_VD31,Estimate; Total: - No children under 18 years:
HD02_VD31,Margin of Error; Total: - No children under 18 years:
HD01_VD32,Estimate; Total: - No children under 18 years: - Married-couple family:
HD02_VD32,Margin of Error; Total: - No children under 18 years: - Married-couple family:
HD01_VD33,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force:
HD02_VD33,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force:
HD01_VD34,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces:
HD02_VD34,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces:
HD01_VD35,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife in labor force:
HD02_VD35,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife in labor force:
HD01_VD36,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife in labor force: - Employed or in Armed Forces
HD02_VD36,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife in labor force: - Employed or in Armed Forces
HD01_VD37,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife in labor force: - Unemployed
HD02_VD37,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife in labor force: - Unemployed
HD01_VD38,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife not in labor force
HD02_VD38,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Employed or in Armed Forces: - Wife not in labor force
HD01_VD39,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed:
HD02_VD39,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed:
HD01_VD40,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife in labor force:
HD02_VD40,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife in labor force:
HD01_VD41,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife in labor force: - Employed or in Armed Forces
HD02_VD41,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife in labor force: - Employed or in Armed Forces
HD01_VD42,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife in labor force: - Unemployed
HD02_VD42,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife in labor force: - Unemployed
HD01_VD43,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife not in labor force
HD02_VD43,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband in labor force: - Unemployed: - Wife not in labor force
HD01_VD44,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force:
HD02_VD44,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force:
HD01_VD45,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force:
HD02_VD45,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force:
HD01_VD46,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force: - Employed or in Armed Forces
HD02_VD46,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force: - Employed or in Armed Forces
HD01_VD47,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force: - Unemployed
HD02_VD47,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife in labor force: - Unemployed
HD01_VD48,Estimate; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife not in labor force
HD02_VD48,Margin of Error; Total: - No children under 18 years: - Married-couple family: - Husband not in labor force: - Wife not in labor force
HD01_VD49,Estimate; Total: - No children under 18 years: - Other family:
HD02_VD49,Margin of Error; Total: - No children under 18 years: - Other family:
HD01_VD50,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present:"
HD02_VD50,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present:"
HD01_VD51,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force:"
HD02_VD51,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force:"
HD01_VD52,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Employed or in Armed Forces"
HD02_VD52,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Employed or in Armed Forces"
HD01_VD53,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Unemployed"
HD02_VD53,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force: - Unemployed"
HD01_VD54,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD02_VD54,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD01_VD55,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present:"
HD02_VD55,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present:"
HD01_VD56,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force:"
HD02_VD56,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force:"
HD01_VD57,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Employed or in Armed Forces"
HD02_VD57,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Employed or in Armed Forces"
HD01_VD58,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Unemployed"
HD02_VD58,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force: - Unemployed"
HD01_VD59,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
HD02_VD59,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
