"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01007","5","62","74","0","2013","A","N",23,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,"N",2,9.5,0,0,0,0,0,0,0,0,0,0,0,0
"01009","5","62","74","0","2013","A","N",57,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,"N",3,5.6,0,0,0,0,0,0,0,0,0,0,0,0
"01011","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",18.72,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01011","5","62","74","0","2013","A","",16,434,13792878,4712127,84749,611,31750,"",0.75,1.13,1.26,2.22,1.76,1.11,1.11,"",0,0.0,42,10.7,1452671,11.8,949245,25.2,-8691,-9.3,5,0.8,250,0.8
"01013","3","62","74","0","2013","A","",3,30,654034,0,0,419,21801,"",8.68,0.68,0.47,0.00,0.00,0.70,0.70,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","62","74","0","2013","A","N",43,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,"N",1,2.4,0,0,0,0,0,0,0,0,0,0,0,0
"01015","1","62","74","0","2013","A","",1,25,2210833,0,0,1678,87270,"",3.30,0.21,0.36,0.00,0.00,1.69,1.69,"",0,0.0,0,0.0,-25038,-1.1,0,0.0,0,0.0,-14,-0.8,-699,-0.8
"01015","2","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","3","62","74","0","2013","A","",13,1694,65501594,0,0,744,38667,"",7.16,5.71,6.09,0.00,0.00,1.07,1.07,"",0,0.0,4,0.2,2963705,4.7,0,0.0,0,0.0,32,4.5,1661,4.5
"01015","5","62","74","0","2013","A","",306,4718,177116019,39879146,884764,722,37540,"",0.85,0.82,0.94,1.40,1.26,1.15,1.15,"",9,3.0,56,1.2,2295580,1.3,746003,1.9,33314,3.9,1,0.1,37,0.1
"01017","5","62","74","0","2013","A","N",59,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01019","3","62","74","0","2013","A","N",3,0,0,0,0,0,0,"N",10.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01019","5","62","74","0","2013","A","",36,362,14171906,3224014,72287,753,39131,"",0.61,0.55,0.77,0.96,0.70,1.40,1.40,"",3,9.1,9,2.5,416291,3.0,265375,9.0,-4228,-5.5,4,0.5,182,0.5
"01021","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",2.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","3","62","74","0","2013","A","",4,50,1405120,495066,7128,538,27963,"",7.44,0.81,0.71,5.55,8.23,0.88,0.88,"",0,0.0,0,0.0,87911,6.7,18517,3.9,-210,-2.9,31,6.1,1619,6.1
"01021","5","62","74","0","2013","A","",64,716,24156117,6194765,143834,649,33726,"",0.60,0.59,0.69,0.93,0.80,1.17,1.17,"N",8,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"01023","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",9.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01023","5","62","74","0","2013","A","N",25,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,"N",2,8.7,0,0,0,0,0,0,0,0,0,0,0,0
"01025","2","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",4.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01025","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",4.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01025","5","62","74","0","2013","A","N",63,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01027","3","62","74","0","2013","A","N",6,0,0,0,0,0,0,"N",37.19,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0
"01027","5","62","74","0","2013","A","N",21,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,"N",1,5.0,0,0,0,0,0,0,0,0,0,0,0,0
"01029","3","62","74","0","2013","A","",5,143,3811792,1126086,29166,513,26656,"",33.11,9.26,6.67,58.53,134.33,0.72,0.72,"",0,0.0,1,0.7,52693,1.4,-8663,-0.8,1477,5.3,4,0.8,168,0.6
"01029","5","62","74","0","2013","A","",14,73,2082738,528621,9930,549,28563,"",0.47,0.24,0.21,0.37,0.22,0.85,0.85,"",2,16.7,6,9.0,542513,35.2,119038,29.1,2289,30.0,107,24.2,5575,24.3
"01031","1","62","74","0","2013","A","",1,2,143417,0,0,1141,59345,"",7.94,0.05,0.08,0.00,0.00,1.34,1.34,"",0,0.0,0,0.0,23383,19.5,0,0.0,0,0.0,-13,-1.1,-672,-1.1
"01031","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",2.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","62","74","0","2013","A","",107,1854,67480409,16889122,268507,700,36405,"",0.71,0.96,1.24,1.52,1.19,1.30,1.30,"",4,3.9,-78,-4.0,-745647,-1.1,-183285,-1.1,-21114,-7.3,21,3.1,1099,3.1
"01033","1","62","74","0","2013","A","",1,22,1540238,0,0,1331,69224,"",6.30,0.36,0.45,0.00,0.00,1.23,1.23,"",0,0.0,0,0.0,-81907,-5.0,0,0.0,0,0.0,-92,-6.5,-4790,-6.5
"01033","2","62","74","0","2013","A","",3,29,1293359,0,0,848,44092,"",3.70,0.28,0.31,0.00,0.00,1.10,1.10,"",0,0.0,-1,-3.3,-7989,-0.6,0,0.0,0,0.0,11,1.3,593,1.4
"01033","3","62","74","0","2013","A","",6,1068,43052452,589637,6426,776,40327,"",6.31,6.99,7.12,2.69,3.56,1.02,1.02,"",1,20.0,40,3.9,4125810,10.6,88258,17.6,460,7.7,48,6.6,2476,6.5
"01033","5","62","74","0","2013","A","",132,1920,81657251,16179339,372350,818,42535,"",0.70,0.65,0.77,0.98,0.99,1.19,1.19,"",-8,-5.7,63,3.4,1824436,2.3,426062,2.7,-11674,-3.0,-9,-1.1,-467,-1.1
"01035","5","62","74","0","2013","A","N",17,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,"N",-1,-5.6,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","62","74","0","2013","A","",6,109,2213350,757012,13304,391,20321,"",0.34,0.65,0.42,0.90,0.69,0.65,0.65,"",0,0.0,-6,-5.2,-141627,-6.0,-18280,-2.4,-1077,-7.5,-3,-0.8,-157,-0.8
"01039","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",1.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","3","62","74","0","2013","A","",5,94,2393682,0,0,488,25375,"",7.51,1.12,0.87,0.00,0.00,0.78,0.78,"",0,0.0,7,8.0,272166,12.8,0,0.0,0,0.0,18,3.8,943,3.9
"01039","5","62","74","0","2013","A","N",93,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01041","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",11.04,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01041","5","62","74","0","2013","A","N",16,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","3","62","74","0","2013","A","N",3,0,0,0,0,0,0,"N",2.30,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","62","74","0","2013","A","",177,3538,140147606,22637470,450745,762,39608,"",0.68,1.04,1.30,1.16,1.10,1.26,1.26,"",2,1.1,-13,-0.4,-1324733,-0.9,204808,0.9,-30708,-6.4,-4,-0.5,-231,-0.6
"01045","1","62","74","0","2013","A","",5,492,26360103,0,0,1030,53541,"",46.74,10.76,8.17,0.00,0.00,0.76,0.76,"",0,0.0,-6,-1.2,-61728,-0.2,0,0.0,0,0.0,9,0.9,432,0.8
"01045","3","62","74","0","2013","A","N",6,0,0,0,0,0,0,"N",9.36,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","62","74","0","2013","A","",64,796,24176510,6543570,135397,584,30385,"",0.50,0.36,0.24,0.62,0.71,0.68,0.68,"",-1,-1.5,44,5.9,2066858,9.3,237202,3.8,12356,10.0,18,3.2,971,3.3
"01047","1","62","74","0","2013","A","",1,15,1017840,0,0,1270,66022,"",9.22,0.44,0.61,0.00,0.00,1.36,1.36,"",0,0.0,0,0.0,32871,3.3,0,0.0,0,0.0,41,3.3,2132,3.3
"01047","2","62","74","0","2013","A","",3,17,722584,0,0,838,43573,"",5.41,0.29,0.36,0.00,0.00,1.27,1.27,"",0,0.0,1,6.2,27317,3.9,0,0.0,0,0.0,-25,-2.9,-1283,-2.9
"01047","3","62","74","0","2013","A","",11,177,4281645,0,0,465,24190,"",16.93,2.06,1.47,0.00,0.00,0.71,0.71,"",0,0.0,-6,-3.3,26367,0.6,0,0.0,0,0.0,18,4.0,969,4.2
"01047","5","62","74","0","2013","A","",110,1920,65392643,16655944,483869,655,34056,"",0.85,1.15,1.28,1.89,1.89,1.11,1.11,"",-1,-0.9,-23,-1.2,-385188,-0.6,-351559,-2.1,25988,5.7,4,0.6,199,0.6
"01049","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",1.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","3","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","62","74","0","2013","A","",122,2318,75890845,20856591,400964,630,32742,"",0.74,0.87,0.99,1.34,1.01,1.14,1.14,"",1,0.8,-2,-0.1,-1756837,-2.3,512497,2.5,20487,5.4,-14,-2.2,-729,-2.2
"01051","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",2.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","62","74","0","2013","A","",107,2080,63969445,15797065,400202,592,30761,"",0.57,0.87,0.90,1.26,1.60,1.03,1.03,"",3,2.9,-17,-0.8,2129898,3.4,8749,0.1,11529,3.0,25,4.4,1268,4.3
"01053","3","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",1.68,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","62","74","0","2013","A","",63,1001,35182811,6370402,138604,676,35139,"",0.53,0.63,0.69,0.78,0.82,1.09,1.09,"",3,5.0,-1,-0.1,485424,1.4,55058,0.9,20827,17.7,10,1.5,508,1.5
"01055","1","62","74","0","2013","A","",1,21,1283858,0,0,1190,61873,"",3.92,0.23,0.29,0.00,0.00,1.29,1.29,"",0,0.0,0,0.0,-90087,-6.6,0,0.0,0,0.0,-49,-4.0,-2531,-3.9
"01055","2","62","74","0","2013","A","",3,34,1583884,0,0,889,46245,"",2.30,0.21,0.29,0.00,0.00,1.36,1.36,"",0,0.0,2,6.2,54497,3.6,0,0.0,0,0.0,-21,-2.3,-1056,-2.2
"01055","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","62","74","0","2013","A","",327,6924,287065714,63333209,1365821,797,41461,"",1.08,1.53,2.08,2.38,2.40,1.36,1.37,"",-2,-0.6,-72,-1.0,-2429050,-0.8,702504,1.1,-103516,-7.0,1,0.1,78,0.2
"01057","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",4.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01057","3","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",4.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01057","5","62","74","0","2013","A","N",43,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,"N",-2,-4.4,0,0,0,0,0,0,0,0,0,0,0,0
"01059","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",2.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01059","3","62","74","0","2013","A","",3,112,2975177,0,0,513,26663,"",7.19,1.70,1.44,0.00,0.00,0.85,0.85,"",0,0.0,2,1.8,-77521,-2.5,0,0.0,0,0.0,-23,-4.3,-1216,-4.4
"01059","5","62","74","0","2013","A","N",56,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,"N",-4,-6.7,0,0,0,0,0,0,0,0,0,0,0,0
"01061","3","62","74","0","2013","A","",7,396,10357321,3239687,51596,504,26182,"",20.13,12.16,10.93,67.27,146.05,0.90,0.90,"",0,0.0,-15,-3.6,-110025,-1.1,-105643,-3.2,-11141,-17.8,14,2.9,704,2.8
"01061","5","62","74","0","2013","A","",27,266,8997282,2356582,53634,650,33793,"",0.39,0.42,0.54,0.65,0.73,1.28,1.28,"",0,0.0,-17,-6.0,-216753,-2.4,-127470,-5.1,-2704,-4.8,24,3.8,1235,3.8
"01063","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",18.47,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","62","74","0","2013","A","N",7,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,"N",-1,-12.5,0,0,0,0,0,0,0,0,0,0,0,0
"01065","3","62","74","0","2013","A","",3,152,5380807,1386624,16972,682,35439,"",15.08,8.33,8.79,63.10,111.22,1.06,1.06,"",0,0.0,0,0.0,425112,8.6,48145,3.6,933,5.8,56,8.9,2907,8.9
"01065","5","62","74","0","2013","A","N",16,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01067","3","62","74","0","2013","A","",5,17,378052,131468,1435,438,22797,"",20.82,0.78,0.49,4.20,6.43,0.63,0.63,"",0,0.0,-4,-19.0,-38252,-9.2,-13795,-9.5,-293,-17.0,54,14.1,2814,14.1
"01067","5","62","74","0","2013","A","N",22,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,"N",-1,-4.3,0,0,0,0,0,0,0,0,0,0,0,0
"01069","1","62","74","0","2013","A","",1,13,1385563,0,0,2011,104571,"",2.83,0.10,0.21,0.00,0.00,1.98,1.98,"",0,0.0,0,0.0,301042,27.8,0,0.0,0,0.0,386,23.8,20063,23.7
"01069","2","62","74","0","2013","A","N",3,0,0,0,0,0,0,"N",1.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","3","62","74","0","2013","A","N",15,0,0,0,0,0,0,"N",7.07,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","62","74","0","2013","A","",327,6973,347283570,60882972,1082917,958,49802,"",0.78,1.15,1.70,1.79,1.56,1.49,1.49,"",7,2.2,243,3.6,1113766,0.3,2672012,4.6,33198,3.2,-31,-3.1,-1632,-3.2
"01071","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",1.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01071","3","62","74","0","2013","A","",5,722,26804015,360196,11131,714,37150,"",7.06,6.72,7.56,2.35,6.90,1.13,1.13,"",0,0.0,12,1.7,385047,1.5,35344,10.9,-694,-5.9,-1,-0.1,-47,-0.1
"01071","5","62","74","0","2013","A","",109,1010,33809110,8790794,229056,644,33463,"",0.77,0.48,0.54,0.77,0.68,1.12,1.12,"",3,2.8,39,4.0,1167782,3.6,320366,3.8,3638,1.6,-2,-0.3,-142,-0.4
"01073","1","62","74","0","2013","A","",2,2109,150804552,0,0,1375,71519,"",0.93,2.31,2.34,0.00,0.00,1.01,1.01,"",0,0.0,80,3.9,9289604,6.6,0,0.0,0,0.0,34,2.5,1781,2.6
"01073","2","62","74","0","2013","A","",8,8700,408921159,0,0,904,47001,"",0.73,5.60,5.27,0.00,0.00,0.94,0.94,"",0,0.0,435,5.3,31820491,8.4,0,0.0,0,0.0,27,3.1,1373,3.0
"01073","3","62","74","0","2013","A","",8,766,38391406,0,0,964,50103,"",0.62,0.34,0.34,0.00,0.00,1.01,1.01,"",0,0.0,-353,-31.5,-20291059,-34.6,0,0.0,0,0.0,-45,-4.5,-2362,-4.5
"01073","5","62","74","0","2013","A","",1703,46729,2456082146,295835252,6377098,1011,52560,"",0.66,1.05,1.24,1.18,1.15,1.18,1.18,"",25,1.5,1027,2.2,45453755,1.9,2042353,0.7,-331165,-4.9,-3,-0.3,-186,-0.4
"01075","5","62","74","0","2013","A","",17,327,8260927,2654114,44339,485,25231,"",0.42,0.75,0.60,1.13,0.68,0.81,0.81,"",-1,-5.6,-19,-5.5,-95927,-1.1,-258361,-8.9,-13776,-23.7,20,4.3,1061,4.4
"01077","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","3","62","74","0","2013","A","",4,151,4991724,0,0,634,32967,"",2.72,0.77,0.81,0.00,0.00,1.04,1.04,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","62","74","0","2013","A","",243,4028,162702419,35321632,713448,777,40395,"",0.83,1.05,1.49,1.70,1.48,1.41,1.41,"",2,0.8,-53,-1.3,2586356,1.6,-426914,-1.2,12613,1.8,22,2.9,1156,2.9
"01079","5","62","74","0","2013","A","N",40,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,"N",1,2.6,0,0,0,0,0,0,0,0,0,0,0,0
"01081","2","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",1.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","3","62","74","0","2013","A","",18,2933,121077010,620562,6764,794,41281,"",9.06,8.36,10.12,1.38,1.99,1.21,1.21,"",0,0.0,16,0.5,-1306820,-1.1,13119,2.2,-9637,-58.8,-13,-1.6,-670,-1.6
"01081","5","62","74","0","2013","A","",236,3021,110510769,26273660,607641,703,36580,"",0.60,0.44,0.52,0.78,0.86,1.18,1.19,"",5,2.2,-90,-2.9,-5800497,-5.0,-1013992,-3.7,-31069,-4.9,-16,-2.2,-810,-2.2
"01083","3","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","62","74","0","2013","A","",109,1187,44372892,10363352,195807,719,37388,"",0.55,0.42,0.42,0.71,0.54,1.00,1.00,"",-5,-4.4,-52,-4.2,-764763,-1.7,-147896,-1.4,-14886,-7.1,18,2.6,950,2.6
"01085","3","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",8.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01085","5","62","74","0","2013","A","",5,105,3020954,951863,18021,553,28748,"",0.23,0.33,0.24,0.54,0.30,0.75,0.75,"",-3,-37.5,1,1.0,-91335,-2.9,43297,4.8,760,4.4,-25,-4.3,-1298,-4.3
"01087","1","62","74","0","2013","A","",1,827,52104263,0,0,1211,62998,"",34.17,60.29,68.27,0.00,0.00,1.13,1.13,"",0,0.0,27,3.4,2469544,5.0,0,0.0,0,0.0,18,1.5,948,1.5
"01087","3","62","74","0","2013","A","N",2,0,0,0,0,0,0,"N",11.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","62","74","0","2013","A","N",23,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","1","62","74","0","2013","A","",4,409,20636919,0,0,971,50467,"",3.65,0.84,0.55,0.00,0.00,0.66,0.66,"",0,0.0,-8,-1.9,-29381,-0.1,0,0.0,0,0.0,19,2.0,937,1.9
"01089","2","62","74","0","2013","A","",4,56,2441916,0,0,842,43801,"",0.71,0.07,0.05,0.00,0.00,0.81,0.81,"",0,0.0,2,3.7,134466,5.8,0,0.0,0,0.0,13,1.6,671,1.6
"01089","3","62","74","0","2013","A","N",7,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","62","74","0","2013","A","",924,14527,732332795,126549185,2703104,969,50412,"",0.71,0.61,0.63,1.01,0.97,1.04,1.04,"",29,3.2,523,3.7,26179232,3.7,3459237,2.8,75048,2.9,-1,-0.1,-13,0.0
"01091","3","62","74","0","2013","A","",4,524,17475619,499606,7195,641,33340,"",10.60,11.36,10.40,7.55,13.79,0.92,0.92,"",0,0.0,-5,-0.9,4966,0.0,-48398,-8.8,-147,-2.0,6,0.9,304,0.9
"01091","5","62","74","0","2013","A","N",53,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,"N",-7,-11.7,0,0,0,0,0,0,0,0,0,0,0,0
"01093","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",2.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01093","5","62","74","0","2013","A","N",79,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,"N",1,1.3,0,0,0,0,0,0,0,0,0,0,0,0
"01095","2","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","3","62","74","0","2013","A","",7,1315,53500741,962743,31259,782,40685,"",4.77,5.77,7.27,2.79,11.50,1.26,1.26,"",-1,-12.5,10,0.8,1591739,3.1,-212436,-18.1,-11112,-26.2,17,2.2,911,2.3
"01095","5","62","74","0","2013","A","",174,2271,79790403,19490021,408582,676,35141,"",0.60,0.51,0.62,0.75,0.72,1.20,1.20,"",8,4.8,151,7.1,6772863,9.3,1088069,5.9,7380,1.8,14,2.1,704,2.0
"01097","1","62","74","0","2013","A","",1,123,9170056,0,0,1437,74705,"",0.86,0.28,0.34,0.00,0.00,1.23,1.23,"",0,0.0,10,8.8,678933,8.0,0,0.0,0,0.0,-6,-0.4,-327,-0.4
"01097","2","62","74","0","2013","A","",7,1731,93306519,0,0,1037,53906,"",1.17,2.30,2.87,0.00,0.00,1.25,1.25,"",0,0.0,-418,-19.5,-12970985,-12.2,0,0.0,0,0.0,86,9.0,4454,9.0
"01097","3","62","74","0","2013","A","N",1,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
