GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
0500000US41019,41019,"Douglas County, Oregon",29217,689,4001,431,1606,266,683,186,660,173,239,86,24,27,2395,328,594,171,190,89,361,143,43,51,0,28,1801,305,615,190,957,246,229,100,0,28,25216,688,20872,664,5123,354,6059,438,8005,547,1685,282,4344,437,1518,316,317,158,765,185,370,142,66,70,2826,338,485,136,1683,261,557,153,101,86
0500000US41021,41021,"Gilliam County, Oregon",532,44,30,19,16,13,14,12,2,3,0,12,0,12,14,13,6,9,6,9,0,12,0,12,0,12,8,10,0,12,8,10,0,12,0,12,502,46,419,47,61,21,112,33,196,40,50,24,83,33,15,16,0,12,15,16,0,12,0,12,68,31,19,17,40,21,8,12,1,2
0500000US41023,41023,"Grant County, Oregon",2126,143,293,100,139,68,68,57,45,28,19,22,7,11,154,68,47,34,0,17,34,25,13,22,0,17,107,52,38,41,69,31,0,17,0,17,1833,139,1633,132,404,61,387,77,745,112,97,48,200,66,73,32,16,13,36,24,10,10,11,16,127,50,8,6,72,39,47,30,0,17
0500000US41025,41025,"Harney County, Oregon",2158,174,321,113,189,91,116,83,13,17,57,38,3,6,132,67,21,23,0,17,21,23,0,17,0,17,111,59,25,29,86,59,0,17,0,17,1837,142,1571,137,259,80,377,117,846,133,89,29,266,100,100,67,30,34,63,59,3,5,4,9,166,84,6,7,75,55,85,58,0,17
0500000US41027,41027,"Hood River County, Oregon",5453,368,364,162,208,109,57,65,35,28,116,80,0,22,156,111,7,13,7,13,0,22,0,22,0,22,149,111,26,27,123,109,0,22,0,22,5089,333,4327,319,533,94,683,182,2422,296,689,133,762,170,301,109,43,38,146,91,98,64,14,22,461,136,57,47,270,114,97,69,37,39
0500000US41029,41029,"Jackson County, Oregon",53998,961,6831,602,2675,350,654,184,1274,283,625,193,122,92,4156,513,847,247,275,154,508,188,64,50,0,28,3309,488,1072,284,1835,362,386,191,16,19,47167,952,38076,936,8079,467,9642,859,16894,775,3461,432,9091,675,2647,422,204,95,1462,306,947,273,34,34,6444,548,762,201,3679,434,1564,276,439,173
0500000US41031,41031,"Jefferson County, Oregon",5506,301,824,154,199,81,76,54,73,50,20,26,30,37,625,145,186,103,53,38,81,77,21,28,31,38,439,120,178,81,190,84,49,37,22,21,4682,327,3506,308,721,112,1017,238,1480,216,288,110,1176,198,567,159,57,63,357,121,122,67,31,42,609,135,51,39,239,106,176,71,143,75
0500000US41033,41033,"Josephine County, Oregon",22009,700,3157,382,1506,291,573,162,586,180,272,116,75,77,1651,318,602,192,129,79,473,184,0,28,0,28,1049,271,423,163,541,196,85,87,0,28,18852,647,15371,679,4712,378,3726,412,5865,462,1068,191,3481,406,1090,245,190,103,660,201,196,106,44,48,2391,327,421,130,1383,242,448,180,139,85
0500000US41035,41035,"Klamath County, Oregon",18313,530,2629,371,1208,277,336,110,519,155,344,167,9,11,1421,244,255,102,141,90,114,63,0,28,0,28,1166,223,426,158,706,183,31,27,3,5,15684,556,12119,508,2674,278,2993,340,5558,388,894,167,3565,332,1473,255,134,65,796,182,428,171,115,91,2092,264,373,123,1067,233,542,150,110,73
0500000US41037,41037,"Lake County, Oregon",2148,192,304,108,198,93,54,46,107,83,37,28,0,17,106,62,0,17,0,17,0,17,0,17,0,17,106,62,62,51,29,28,15,17,0,17,1844,200,1680,195,349,96,378,94,780,135,173,86,164,67,73,46,2,2,67,45,4,8,0,17,91,46,34,36,11,13,37,35,9,12
0500000US41039,41039,"Lane County, Oregon",86248,1114,10416,692,3711,400,1074,209,1628,257,824,202,185,113,6705,600,1546,341,515,165,910,279,121,88,0,28,5159,490,2090,369,2530,360,424,147,115,73,75832,1207,60481,1161,11249,607,15059,661,28602,958,5571,551,15351,774,5038,457,593,160,2953,379,1274,245,218,88,10313,655,1201,204,5844,481,2721,374,547,156
0500000US41041,41041,"Lincoln County, Oregon",13045,489,1471,227,643,144,193,85,244,95,206,91,0,25,828,170,121,63,22,22,86,60,13,16,0,25,707,154,324,131,296,107,76,46,11,17,11574,487,9503,488,2449,260,1940,240,4088,354,1026,215,2071,274,773,194,34,34,432,137,253,115,54,58,1298,238,219,84,672,157,401,143,6,7
0500000US41043,41043,"Linn County, Oregon",30845,638,3883,412,1455,260,368,125,841,211,205,83,41,32,2428,368,332,161,99,90,213,119,20,25,0,28,2096,322,945,221,1030,211,118,83,3,4,26962,674,22411,773,4431,307,5538,414,10214,572,2228,305,4551,489,1582,267,193,84,824,208,525,198,40,46,2969,366,409,132,1727,244,694,178,139,105
0500000US41045,41045,"Malheur County, Oregon",6879,291,1378,221,602,144,81,33,295,96,200,96,26,27,776,152,128,71,20,18,79,61,29,28,0,25,648,138,258,103,323,119,67,49,0,25,5501,296,4633,283,852,124,1128,150,2000,229,653,140,868,149,318,108,21,21,170,72,119,70,8,12,550,127,36,28,320,99,175,74,19,17
0500000US41047,41047,"Marion County, Oregon",78306,946,11200,795,4493,485,730,167,2026,347,1399,295,338,154,6707,675,1236,296,376,147,622,201,216,142,22,36,5471,641,1938,352,3294,486,222,98,17,21,67106,931,52985,1032,8093,376,12708,642,25002,978,7182,537,14121,829,4754,426,386,138,2576,375,1141,231,651,200,9367,674,630,201,5286,555,2748,358,703,185
0500000US41049,41049,"Morrow County, Oregon",2811,174,434,92,117,56,17,11,66,46,31,26,3,5,317,80,111,61,37,34,49,40,7,12,18,28,206,67,49,34,137,58,20,24,0,19,2377,159,2063,143,265,50,568,95,997,135,233,63,314,91,99,52,0,19,47,26,33,40,19,24,215,77,22,20,88,48,86,53,19,25
0500000US41051,41051,"Multnomah County, Oregon",166106,2192,20614,1139,7574,681,1876,343,3291,485,1933,357,474,204,13040,867,2451,462,851,231,1383,348,199,143,18,29,10589,725,4288,477,5331,545,913,254,57,78,145492,2330,112787,2011,10788,555,26840,1182,63294,1647,11865,685,32705,1314,10210,625,743,164,5549,509,3170,415,748,204,22495,970,2255,331,12725,807,6239,506,1276,227
0500000US41053,41053,"Polk County, Oregon",19535,530,2240,347,977,229,212,100,364,136,273,124,128,96,1263,230,399,145,199,91,168,103,32,35,0,28,864,216,419,161,387,135,58,52,0,28,17295,570,14600,562,2577,202,3641,375,6877,470,1505,255,2695,348,747,206,50,39,383,139,248,123,66,83,1948,294,253,100,1050,233,548,165,97,72
0500000US41055,41055,"Sherman County, Oregon",484,47,62,21,20,11,7,8,9,7,4,4,0,12,42,19,15,13,3,4,9,13,3,4,0,12,27,15,9,9,15,13,3,5,0,12,422,49,386,47,89,22,82,22,178,37,37,14,36,14,7,6,0,12,0,12,7,6,0,12,29,11,9,7,13,11,6,6,1,3
0500000US41057,41057,"Tillamook County, Oregon",6575,305,683,144,325,111,78,44,160,88,61,55,26,36,358,129,27,22,18,16,9,14,0,22,0,22,331,127,53,43,231,111,47,47,0,22,5892,302,4922,275,1397,159,1038,199,2033,231,454,125,970,190,410,119,29,26,271,106,110,55,0,22,560,132,68,30,409,114,83,55,0,22
0500000US41059,41059,"Umatilla County, Oregon",18424,438,2420,304,701,193,242,109,204,112,255,133,0,28,1719,277,187,93,28,33,156,90,3,5,0,28,1532,250,349,144,1023,229,138,107,22,38,16004,442,12534,511,1810,192,2575,326,6315,423,1834,265,3470,393,1321,251,50,41,711,203,367,141,193,104,2149,333,144,71,1086,217,684,189,235,143
0500000US41061,41061,"Union County, Oregon",6763,255,806,146,361,108,122,50,185,91,54,29,0,22,445,108,107,58,61,56,46,41,0,22,0,22,338,93,147,75,178,95,13,14,0,22,5957,271,5104,277,981,131,1216,143,2333,191,574,104,853,153,371,99,43,38,234,84,94,58,0,22,482,119,63,35,277,100,111,48,31,21
0500000US41063,41063,"Wallowa County, Oregon",1847,150,197,82,130,73,94,63,25,33,11,15,0,17,67,35,11,13,0,17,11,13,0,17,0,17,56,33,10,12,46,31,0,17,0,17,1650,149,1374,127,266,60,338,64,688,110,82,32,276,73,43,26,2,3,17,16,24,21,0,17,233,75,10,11,180,66,31,23,12,16
0500000US41065,41065,"Wasco County, Oregon",6484,341,688,197,243,83,62,43,87,66,80,42,14,19,445,171,83,54,32,35,50,42,1,3,0,22,362,155,139,83,173,117,30,34,20,32,5796,329,4737,288,963,137,1068,149,2178,207,528,107,1059,202,280,102,12,13,187,82,75,45,6,9,779,171,93,52,447,151,200,79,39,34
0500000US41067,41067,"Washington County, Oregon",135468,1304,11174,769,4726,546,896,198,2241,366,1351,312,238,126,6448,504,1035,239,370,134,632,200,33,31,0,28,5413,491,1529,266,3164,398,693,216,27,33,124294,1361,102014,1515,9724,420,26871,1097,54337,1219,11082,661,22280,1125,7348,659,448,160,3813,443,2452,359,635,171,14932,844,1010,192,8447,632,4377,441,1098,230
0500000US41069,41069,"Wheeler County, Oregon",410,41,55,20,39,17,12,9,12,11,15,11,0,12,16,12,4,6,0,12,4,6,0,12,0,12,12,10,2,3,8,10,2,3,0,12,355,38,320,37,78,17,76,18,146,27,20,11,35,17,14,14,0,12,6,6,8,12,0,12,21,12,3,4,17,11,1,3,0,12
0500000US41071,41071,"Yamhill County, Oregon",24954,680,2483,336,1132,229,251,84,611,201,246,97,24,22,1351,248,316,115,110,72,178,100,28,35,0,28,1035,215,377,129,616,190,42,46,0,28,22471,674,18459,685,2876,260,4024,313,9193,504,2366,286,4012,425,1394,274,118,73,754,238,433,150,89,51,2618,346,321,126,1376,248,817,194,104,67
