GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD02_VD45,"Margin of Error; Householder 45 to 64 years: - $45,000 to $49,999"
HD01_VD46,"Estimate; Householder 45 to 64 years: - $50,000 to $59,999"
HD02_VD46,"Margin of Error; Householder 45 to 64 years: - $50,000 to $59,999"
HD01_VD47,"Estimate; Householder 45 to 64 years: - $60,000 to $74,999"
HD02_VD47,"Margin of Error; Householder 45 to 64 years: - $60,000 to $74,999"
HD01_VD48,"Estimate; Householder 45 to 64 years: - $75,000 to $99,999"
HD02_VD48,"Margin of Error; Householder 45 to 64 years: - $75,000 to $99,999"
HD01_VD49,"Estimate; Householder 45 to 64 years: - $100,000 to $124,999"
HD02_VD49,"Margin of Error; Householder 45 to 64 years: - $100,000 to $124,999"
HD01_VD50,"Estimate; Householder 45 to 64 years: - $125,000 to $149,999"
HD02_VD50,"Margin of Error; Householder 45 to 64 years: - $125,000 to $149,999"
HD01_VD51,"Estimate; Householder 45 to 64 years: - $150,000 to $199,999"
HD02_VD51,"Margin of Error; Householder 45 to 64 years: - $150,000 to $199,999"
HD01_VD52,"Estimate; Householder 45 to 64 years: - $200,000 or more"
HD02_VD52,"Margin of Error; Householder 45 to 64 years: - $200,000 or more"
HD01_VD53,Estimate; Householder 65 years and over:
HD02_VD53,Margin of Error; Householder 65 years and over:
HD01_VD54,"Estimate; Householder 65 years and over: - Less than $10,000"
HD02_VD54,"Margin of Error; Householder 65 years and over: - Less than $10,000"
HD01_VD55,"Estimate; Householder 65 years and over: - $10,000 to $14,999"
HD02_VD55,"Margin of Error; Householder 65 years and over: - $10,000 to $14,999"
HD01_VD56,"Estimate; Householder 65 years and over: - $15,000 to $19,999"
HD02_VD56,"Margin of Error; Householder 65 years and over: - $15,000 to $19,999"
HD01_VD57,"Estimate; Householder 65 years and over: - $20,000 to $24,999"
HD02_VD57,"Margin of Error; Householder 65 years and over: - $20,000 to $24,999"
HD01_VD58,"Estimate; Householder 65 years and over: - $25,000 to $29,999"
HD02_VD58,"Margin of Error; Householder 65 years and over: - $25,000 to $29,999"
HD01_VD59,"Estimate; Householder 65 years and over: - $30,000 to $34,999"
HD02_VD59,"Margin of Error; Householder 65 years and over: - $30,000 to $34,999"
HD01_VD60,"Estimate; Householder 65 years and over: - $35,000 to $39,999"
HD02_VD60,"Margin of Error; Householder 65 years and over: - $35,000 to $39,999"
HD01_VD61,"Estimate; Householder 65 years and over: - $40,000 to $44,999"
HD02_VD61,"Margin of Error; Householder 65 years and over: - $40,000 to $44,999"
HD01_VD62,"Estimate; Householder 65 years and over: - $45,000 to $49,999"
HD02_VD62,"Margin of Error; Householder 65 years and over: - $45,000 to $49,999"
HD01_VD63,"Estimate; Householder 65 years and over: - $50,000 to $59,999"
HD02_VD63,"Margin of Error; Householder 65 years and over: - $50,000 to $59,999"
HD01_VD64,"Estimate; Householder 65 years and over: - $60,000 to $74,999"
HD02_VD64,"Margin of Error; Householder 65 years and over: - $60,000 to $74,999"
HD01_VD65,"Estimate; Householder 65 years and over: - $75,000 to $99,999"
HD02_VD65,"Margin of Error; Householder 65 years and over: - $75,000 to $99,999"
HD01_VD66,"Estimate; Householder 65 years and over: - $100,000 to $124,999"
HD02_VD66,"Margin of Error; Householder 65 years and over: - $100,000 to $124,999"
HD01_VD67,"Estimate; Householder 65 years and over: - $125,000 to $149,999"
HD02_VD67,"Margin of Error; Householder 65 years and over: - $125,000 to $149,999"
HD01_VD68,"Estimate; Householder 65 years and over: - $150,000 to $199,999"
HD02_VD68,"Margin of Error; Householder 65 years and over: - $150,000 to $199,999"
HD01_VD69,"Estimate; Householder 65 years and over: - $200,000 or more"
HD02_VD69,"Margin of Error; Householder 65 years and over: - $200,000 or more"
