GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
0500000US41023,41023,"Grant County, Oregon",6057,40,988,192,374,101,154,67,105,58,49,29,220,78,614,114,259,66,239,66,20,19,355,101,5069,199,2593,113,1568,129,1378,135,190,59,1025,109,2476,116,1296,121,1202,114,94,45,1180,103
0500000US41025,41025,"Harney County, Oregon",5852,87,890,169,349,93,155,61,117,56,38,26,194,92,541,106,288,85,232,88,56,59,253,95,4962,192,2586,112,1754,148,1564,131,190,93,832,108,2376,110,1242,132,1170,131,72,42,1134,139
0500000US41027,41027,"Hood River County, Oregon",17221,133,1804,387,783,200,376,141,313,133,63,42,407,134,1021,275,434,196,389,192,45,36,587,156,15417,417,7721,232,6019,277,5790,292,229,77,1702,225,7696,283,5123,294,4831,284,292,99,2573,225
0500000US41029,41029,"Jackson County, Oregon",164208,403,25419,1466,11810,727,6491,578,3839,468,2652,468,5319,524,13609,1005,6044,685,4478,499,1566,409,7565,643,138789,1464,67568,725,44726,891,39429,1059,5297,592,22842,766,71221,1032,41067,1087,37700,976,3367,344,30154,901
0500000US41031,41031,"Jefferson County, Oregon",15878,313,2525,383,930,209,506,164,318,148,188,80,424,135,1595,269,635,147,441,139,194,71,960,222,13353,456,6818,286,4556,320,3878,302,678,172,2262,181,6535,300,3681,278,3233,299,448,135,2854,278
0500000US41033,41033,"Josephine County, Oregon",67694,264,12170,954,5507,538,2648,431,1467,290,1181,316,2859,366,6663,590,2246,357,1407,324,839,252,4417,508,55524,952,26892,575,15071,522,13172,601,1899,343,11821,510,28632,624,13696,580,12500,594,1196,293,14936,676
0500000US41035,41035,"Klamath County, Oregon",52390,311,9284,834,4055,443,2305,360,1300,251,1005,244,1750,248,5229,530,2323,393,1511,300,812,225,2906,370,43106,879,21878,434,14351,499,12771,483,1580,222,7527,378,21228,567,11452,557,10628,555,824,178,9776,421
0500000US41037,41037,"Lake County, Oregon",6290,171,1179,244,488,127,290,102,169,75,121,74,198,79,691,175,370,127,219,91,151,87,321,134,5111,318,2663,183,1738,166,1659,171,79,44,925,135,2448,198,1392,176,1238,177,154,85,1056,128
0500000US41039,41039,"Lane County, Oregon",286199,583,55900,1972,26989,1163,13095,928,8419,720,4676,530,13894,981,28911,1333,13309,1001,10032,864,3277,405,15602,972,230299,1919,112297,1192,77413,1340,68834,1226,8579,657,34884,928,118002,1296,70516,1314,65573,1314,4943,489,47486,833
0500000US41041,41041,"Lincoln County, Oregon",38610,197,5650,528,2312,326,1206,242,837,216,369,134,1106,207,3338,342,1467,263,1128,227,339,112,1871,233,32960,578,16116,340,10000,427,9166,433,834,178,6116,268,16844,387,9458,350,8734,378,724,152,7386,353
0500000US41043,41043,"Linn County, Oregon",91867,290,13808,1011,5749,505,2739,425,1938,366,801,230,3010,403,8059,642,2903,386,1960,321,943,203,5156,478,78059,987,39074,504,26080,737,23762,801,2318,307,12994,631,38985,657,22278,663,20513,656,1765,325,16707,687
0500000US41045,41045,"Malheur County, Oregon",21057,334,5042,574,2313,432,1095,196,805,174,290,94,1218,415,2729,298,1314,193,832,212,482,156,1415,233,16015,534,8212,337,5617,343,4893,302,724,182,2595,187,7803,302,4562,280,4228,270,334,101,3241,216
0500000US41047,41047,"Marion County, Oregon",236867,676,36585,1642,15898,1002,9591,868,5762,728,3829,475,6307,654,20687,1043,9652,801,6375,592,3277,406,11035,822,200282,1697,98615,1065,70685,1148,62600,1233,8085,708,27930,964,101667,1050,63149,1177,57886,1196,5263,537,38518,868
0500000US41049,41049,"Morrow County, Oregon",8468,71,1203,227,476,138,297,109,200,99,97,54,179,75,727,146,422,113,292,82,130,64,305,95,7265,228,3864,155,2793,173,2596,188,197,76,1071,124,3401,154,1796,164,1682,166,114,56,1605,157
0500000US41051,41051,"Multnomah County, Oregon",599816,886,98327,2922,45604,1650,25278,1180,16467,925,8811,757,20326,1192,52723,1844,25448,1284,18385,1015,7063,693,27275,1374,501489,2885,248218,1665,193915,1689,177114,1807,16801,804,54303,1251,253271,1887,174926,1856,163282,1822,11644,868,78345,1441
0500000US41053,41053,"Polk County, Oregon",58046,305,8657,956,3644,588,1837,374,1067,239,770,237,1807,507,5013,551,2046,311,1511,264,535,162,2967,388,49389,977,24188,573,16554,636,15068,645,1486,260,7634,439,25201,575,14919,604,13807,561,1112,252,10282,434
0500000US41055,41055,"Sherman County, Oregon",1516,75,284,51,113,33,71,29,58,28,13,9,42,17,171,40,91,39,75,38,16,11,80,29,1232,90,627,46,383,47,367,44,16,10,244,32,605,57,300,37,280,38,20,12,305,45
0500000US41057,41057,"Tillamook County, Oregon",20264,139,2893,381,1136,214,627,162,450,143,177,74,509,139,1757,258,773,197,606,182,167,100,984,181,17371,390,8655,245,5202,270,4790,270,412,126,3453,227,8716,246,4795,318,4527,317,268,88,3921,275
0500000US41059,41059,"Umatilla County, Oregon",54698,453,7775,680,3150,385,1809,324,1175,292,634,210,1341,255,4625,441,2303,351,1610,282,693,211,2322,314,46923,748,23858,498,17777,486,16257,517,1520,302,6081,355,23065,459,14069,492,12993,498,1076,232,8996,454
0500000US41061,41061,"Union County, Oregon",20174,189,3428,383,1403,232,589,141,486,127,103,64,814,190,2025,267,801,146,602,134,199,77,1224,223,16746,406,8399,245,5667,240,5182,247,485,130,2732,189,8347,267,4693,263,4428,252,265,86,3654,208
0500000US41063,41063,"Wallowa County, Oregon",5702,63,765,168,360,92,123,57,50,31,73,48,237,81,405,99,149,58,126,55,23,24,256,83,4937,175,2434,107,1464,141,1231,151,233,86,970,124,2503,111,1503,136,1436,131,67,33,1000,111
0500000US41065,41065,"Wasco County, Oregon",19844,145,3400,418,1730,273,798,208,522,158,276,145,932,196,1670,265,845,202,636,169,209,104,825,143,16444,430,7965,299,5417,292,4987,292,430,101,2548,229,8479,265,4887,276,4516,282,371,121,3592,230
0500000US41067,41067,"Washington County, Oregon",413923,670,42367,1834,18188,924,11310,807,7812,748,3498,429,6878,576,24179,1191,12095,785,9044,593,3051,404,12084,826,371556,1936,183131,977,145540,1203,133719,1344,11821,779,37591,1252,188425,1262,122540,1398,112917,1348,9623,644,65885,1414
0500000US41069,41069,"Wheeler County, Oregon",1104,69,163,43,66,22,45,18,31,16,14,13,21,15,97,27,37,18,18,13,19,16,60,18,941,71,464,43,289,38,266,36,23,17,175,27,477,41,255,37,249,37,6,5,222,31
0500000US41071,41071,"Yamhill County, Oregon",73518,519,9550,1009,4346,626,2433,428,1580,370,853,228,1913,356,5204,573,1962,307,1631,283,331,102,3242,433,63968,1120,31754,700,23664,687,21186,675,2478,315,8090,394,32214,662,19806,618,18355,551,1451,229,12408,526
