GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
0500000US41019,41019,"Douglas County, Oregon",29217,689,22478,681,6217,452,1054,225,1349,241,3814,408,16261,484,6739,576,2112,385,1064,267,366,177,115,110,583,158,1048,244,4627,444,2576,344,379,164,325,109,1872,303,2051,315
0500000US41021,41021,"Gilliam County, Oregon",532,44,435,47,120,36,18,16,11,10,91,31,315,55,97,35,21,18,21,18,8,12,7,12,6,9,0,12,76,32,38,21,16,14,12,12,10,12,38,22
0500000US41023,41023,"Grant County, Oregon",2126,143,1772,127,474,73,71,27,107,36,296,71,1298,102,354,90,120,46,81,38,17,17,12,12,52,34,39,24,234,67,173,62,18,14,19,27,136,56,61,36
0500000US41025,41025,"Harney County, Oregon",2158,174,1760,170,582,127,90,47,183,111,309,73,1178,107,398,120,121,71,66,61,3,5,0,17,63,59,55,36,277,108,190,99,94,79,3,4,93,65,87,44
0500000US41027,41027,"Hood River County, Oregon",5453,368,4535,346,1913,280,463,177,392,144,1058,221,2622,236,918,205,308,110,127,77,17,27,60,62,50,43,181,101,610,178,421,177,36,30,106,101,279,134,189,72
0500000US41029,41029,"Jackson County, Oregon",53998,961,40751,957,13670,712,3293,387,2986,419,7391,622,27081,691,13247,796,3494,485,2138,322,656,192,240,115,1242,253,1356,310,9753,689,5788,575,1040,281,979,223,3769,396,3965,436
0500000US41031,41031,"Jefferson County, Oregon",5506,301,3705,301,1106,187,115,48,283,108,708,172,2599,213,1801,213,753,174,370,107,116,65,79,83,175,55,383,152,1048,185,594,152,216,100,105,52,273,123,454,122
0500000US41033,41033,"Josephine County, Oregon",22009,700,16877,719,4630,429,938,234,802,196,2890,314,12247,577,5132,513,1692,288,1022,227,245,115,137,103,640,177,670,186,3440,432,1739,320,379,160,338,163,1022,215,1701,284
0500000US41035,41035,"Klamath County, Oregon",18313,530,13327,554,4526,373,734,179,980,206,2812,284,8801,408,4986,374,1728,276,1039,222,400,159,85,57,554,163,689,177,3258,300,1884,285,638,195,218,101,1028,235,1374,179
0500000US41037,41037,"Lake County, Oregon",2148,192,1878,195,599,114,148,58,83,57,368,101,1279,147,270,90,73,46,32,30,8,11,0,17,24,26,41,38,197,82,90,57,38,36,0,17,52,41,107,45
0500000US41039,41039,"Lane County, Oregon",86248,1114,64192,1182,21815,783,4751,455,4390,364,12674,685,42377,949,22056,903,6584,569,3539,484,954,282,327,125,2258,340,3045,315,15472,716,8622,507,2101,374,1315,291,5206,473,6850,548
0500000US41041,41041,"Lincoln County, Oregon",13045,489,10146,522,2599,303,477,122,596,166,1526,251,7547,376,2899,318,894,208,522,149,115,73,54,53,353,129,372,114,2005,287,1021,201,283,113,73,43,665,151,984,208
0500000US41043,41043,"Linn County, Oregon",30845,638,23866,794,8379,531,2000,345,1674,217,4705,395,15487,608,6979,536,1914,281,992,220,208,120,211,117,573,157,922,213,5065,434,3364,358,897,206,574,176,1893,293,1701,297
0500000US41045,41045,"Malheur County, Oregon",6879,291,5235,285,2103,208,420,113,535,132,1148,163,3132,210,1644,206,446,116,274,97,122,71,18,21,134,55,172,61,1198,185,704,125,89,53,140,90,475,130,494,130
0500000US41047,41047,"Marion County, Oregon",78306,946,57478,1158,24161,873,5067,489,5896,533,13198,694,33317,809,20828,956,5990,433,3223,394,905,229,653,213,1665,309,2767,358,14838,848,9770,708,1995,280,2013,336,5762,582,5068,474
0500000US41049,41049,"Morrow County, Oregon",2811,174,2180,155,877,126,161,62,297,82,419,104,1303,110,631,118,210,74,139,57,46,43,25,24,68,38,71,55,421,95,270,77,69,39,69,43,132,57,151,62
0500000US41051,41051,"Multnomah County, Oregon",166106,2192,120361,2049,50801,1405,15460,806,10674,813,24667,902,69560,1393,45745,1344,12661,788,6274,617,1794,360,671,172,3809,484,6387,541,33084,984,19122,878,4329,444,3463,484,11330,693,13962,757
0500000US41053,41053,"Polk County, Oregon",19535,530,15577,530,5899,388,1026,216,1516,263,3357,329,9678,429,3958,409,1146,255,555,168,193,113,102,73,260,105,591,173,2812,380,1618,314,306,152,275,129,1037,236,1194,218
0500000US41055,41055,"Sherman County, Oregon",484,47,406,47,115,28,19,11,23,13,73,25,291,40,78,19,22,14,13,13,6,11,3,4,4,5,9,7,56,18,35,16,16,14,0,12,19,10,21,10
0500000US41057,41057,"Tillamook County, Oregon",6575,305,5247,287,1518,181,317,116,411,110,790,152,3729,220,1328,238,437,121,237,95,63,47,34,34,140,68,200,85,891,189,502,149,115,67,111,77,276,105,389,111
0500000US41059,41059,"Umatilla County, Oregon",18424,438,13235,531,5230,384,917,189,1290,250,3023,302,8005,378,5189,512,1508,263,840,216,255,124,174,111,411,132,668,153,3681,436,2512,366,576,198,832,226,1104,303,1169,221
0500000US41061,41061,"Union County, Oregon",6763,255,5465,287,1893,181,363,105,421,85,1109,151,3572,224,1298,197,478,117,292,94,152,89,17,20,123,53,186,96,820,147,591,130,151,77,148,69,292,93,229,61
0500000US41063,41063,"Wallowa County, Oregon",1847,150,1504,142,326,65,61,31,85,38,180,51,1178,120,343,80,54,31,20,18,13,14,0,17,7,12,34,23,289,78,207,69,25,25,41,34,141,60,82,33
0500000US41065,41065,"Wasco County, Oregon",6484,341,4980,273,1487,181,351,108,321,87,815,159,3493,217,1504,251,363,110,200,82,43,43,9,9,148,72,163,67,1141,214,672,165,204,104,67,43,401,126,469,130
0500000US41067,41067,"Washington County, Oregon",135468,1304,106740,1511,50630,1220,12915,681,11044,664,26671,982,56110,1184,28728,1222,8383,736,4232,553,1074,246,433,159,2725,459,4151,526,20345,989,12273,851,2200,331,2063,338,8010,698,8072,547
0500000US41069,41069,"Wheeler County, Oregon",410,41,359,38,56,19,6,6,4,5,46,18,303,37,51,21,18,15,10,9,7,8,0,12,3,4,8,12,33,16,17,13,0,12,5,7,12,11,16,9
0500000US41071,41071,"Yamhill County, Oregon",24954,680,19591,668,8013,492,1640,297,1688,288,4685,366,11578,432,5363,458,1710,309,925,246,206,114,202,105,517,209,785,200,3653,366,2131,314,320,121,273,107,1538,282,1522,233
