GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
0500000US41051,41051,"Multnomah County, Oregon",166106,2192,20614,1139,7574,681,2793,415,1551,283,2042,328,1188,265,13040,867,2451,462,464,184,763,266,886,231,338,140,10589,725,2896,460,2550,366,4211,499,932,180,145492,2330,112787,2011,7044,511,17273,963,32980,1190,55490,1586,32705,1314,10210,625,1335,267,2329,324,3827,371,2719,338,22495,970,2160,334,4668,461,8796,745,6871,499
0500000US41053,41053,"Polk County, Oregon",19535,530,2240,347,977,229,383,182,253,107,282,130,59,42,1263,230,399,145,69,56,179,105,94,79,57,63,864,216,151,98,283,138,375,125,55,45,17295,570,14600,562,811,159,3239,398,5135,458,5415,438,2695,348,747,206,23,23,226,122,206,97,292,134,1948,294,269,145,465,157,934,216,280,103
0500000US41055,41055,"Sherman County, Oregon",484,47,62,21,20,11,1,3,11,10,6,4,2,3,42,19,15,13,6,11,3,4,3,4,3,4,27,15,5,7,9,7,13,12,0,12,422,49,386,47,10,8,102,27,200,38,74,23,36,14,7,6,0,12,1,2,3,4,3,4,29,11,1,2,15,10,8,5,5,5
0500000US41057,41057,"Tillamook County, Oregon",6575,305,683,144,325,111,153,89,77,42,71,45,24,25,358,129,27,22,18,16,9,15,0,22,0,22,331,127,71,60,123,66,137,86,0,22,5892,302,4922,275,452,153,1287,185,1725,207,1458,203,970,190,410,119,89,81,180,73,116,55,25,30,560,132,21,19,197,97,222,75,120,61
0500000US41059,41059,"Umatilla County, Oregon",18424,438,2420,304,701,193,280,156,200,100,177,83,44,35,1719,277,187,93,48,47,103,79,36,29,0,28,1532,250,546,216,384,142,582,185,20,19,16004,442,12534,511,1466,275,3327,311,5023,341,2718,314,3470,393,1321,251,329,158,311,109,582,167,99,57,2149,333,416,163,487,150,994,239,252,113
0500000US41061,41061,"Union County, Oregon",6763,255,806,146,361,108,102,57,98,48,117,69,44,31,445,108,107,58,4,7,42,40,42,49,19,30,338,93,60,52,152,68,126,66,0,22,5957,271,5104,277,311,98,1565,190,1742,154,1486,165,853,153,371,99,25,23,84,31,176,91,86,56,482,119,16,12,141,59,204,80,121,63
0500000US41063,41063,"Wallowa County, Oregon",1847,150,197,82,130,73,8,10,41,35,72,60,9,14,67,35,11,13,0,17,0,17,11,13,0,17,56,33,0,17,11,13,45,31,0,17,1650,149,1374,127,46,28,359,73,510,99,459,79,276,73,43,26,0,17,20,19,23,21,0,17,233,75,7,8,65,35,135,59,26,20
0500000US41065,41065,"Wasco County, Oregon",6484,341,688,197,243,83,74,61,74,37,54,35,41,34,445,171,83,54,52,46,5,10,10,11,16,26,362,155,203,122,55,45,104,62,0,22,5796,329,4737,288,431,126,1167,178,1871,223,1268,180,1059,202,280,102,54,50,62,33,140,69,24,19,779,171,65,39,240,99,308,109,166,83
0500000US41067,41067,"Washington County, Oregon",135468,1304,11174,769,4726,546,1344,354,939,222,1327,272,1116,259,6448,504,1035,239,237,126,415,154,276,113,107,59,5413,491,1611,350,1316,282,2039,319,447,167,124294,1361,102014,1515,5714,611,12913,695,32045,1122,51342,1195,22280,1125,7348,659,718,209,1745,285,2880,389,2005,328,14932,844,1122,249,3284,454,5921,579,4605,454
0500000US41069,41069,"Wheeler County, Oregon",410,41,55,20,39,17,7,5,26,14,3,4,3,3,16,12,4,6,0,12,0,12,4,6,0,12,12,10,0,12,5,5,7,10,0,12,355,38,320,37,32,18,112,26,120,27,56,16,35,17,14,14,0,12,6,6,8,12,0,12,21,12,1,3,1,3,16,11,3,5
0500000US41071,41071,"Yamhill County, Oregon",24954,680,2483,336,1132,229,231,135,360,124,418,124,123,51,1351,248,316,115,114,95,75,51,127,70,0,28,1035,215,320,143,315,124,350,104,50,38,22471,674,18459,685,1449,273,4395,411,7227,510,5388,408,4012,425,1394,274,185,77,671,213,296,116,242,116,2618,346,252,102,916,215,1136,232,314,119
