GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29
0500000US41019,41019,"Douglas County, Oregon",20889,187,6057,696,2221,468,701,216,53,33,1467,408,3836,591,951,398,485,225,29,27,437,221,2885,508,879,290,165,95,1841,358,14832,673,11568,744,2731,310,687,174,8150,633,3264,436,1254,319,268,177,68,75,918,301,2010,382,230,114,19,22,1761,365
0500000US41021,41021,"Gilliam County, Oregon",383,64,33,26,11,12,7,9,0,12,4,7,22,22,11,17,0,12,0,12,11,17,11,14,5,7,0,12,6,7,350,66,230,63,41,28,0,12,189,56,120,61,31,34,16,16,7,11,8,11,89,53,35,26,0,12,54,47
0500000US41023,41023,"Grant County, Oregon",1384,16,292,106,108,63,21,29,12,14,75,49,184,94,78,75,24,23,0,17,54,57,106,52,22,21,0,17,84,47,1092,106,908,123,208,45,31,20,669,96,184,80,74,51,26,24,8,12,40,28,110,62,37,37,2,4,71,37
0500000US41025,41025,"Harney County, Oregon",1542,63,463,161,344,154,66,44,53,68,225,94,119,75,27,38,0,17,0,17,27,38,92,59,53,52,2,3,37,30,1079,176,894,178,229,71,37,39,628,148,185,76,84,59,28,35,0,17,56,46,101,61,7,12,16,26,78,51
0500000US41027,41027,"Hood River County, Oregon",5622,123,888,429,472,265,111,85,0,22,361,202,416,369,9,13,0,22,0,22,9,13,407,369,209,216,0,22,198,177,4734,418,3698,444,913,208,203,115,2582,347,1036,328,365,216,145,126,14,23,206,125,671,235,86,79,44,56,541,227
0500000US41029,41029,"Jackson County, Oregon",43327,298,10039,1195,2958,713,1189,369,194,127,1575,397,7081,1054,1408,542,554,282,43,53,811,350,5673,948,1497,391,378,201,3798,795,33288,1170,24469,1180,6630,519,1613,275,16226,924,8819,929,2622,517,648,274,102,59,1872,421,6197,870,1298,384,140,96,4759,676
0500000US41031,41031,"Jefferson County, Oregon",5301,77,1696,318,344,237,96,84,6,11,242,165,1352,266,401,234,176,112,2,3,223,137,951,238,398,127,141,88,412,141,3605,327,2261,347,517,119,74,43,1670,284,1344,267,595,184,191,91,24,29,380,147,749,215,123,72,61,48,565,203
0500000US41033,41033,"Josephine County, Oregon",16203,217,4818,616,2014,548,757,283,115,79,1142,365,2804,533,964,383,265,146,35,42,664,273,1840,514,598,225,51,66,1191,375,11385,671,8685,743,1849,346,255,124,6581,576,2700,494,701,262,220,118,11,18,470,202,1999,416,401,161,53,49,1545,362
0500000US41035,41035,"Klamath County, Oregon",13973,267,3351,545,1420,420,363,143,90,66,967,309,1931,372,308,160,46,46,48,59,214,143,1623,349,438,168,188,132,997,256,10622,619,7617,710,2034,248,328,124,5255,532,3005,462,1206,305,443,156,8,12,755,244,1799,390,462,181,31,36,1306,306
0500000US41037,41037,"Lake County, Oregon",1424,64,361,191,150,81,84,52,0,17,66,55,211,179,0,17,0,17,0,17,0,17,211,179,24,29,0,17,187,179,1063,192,952,163,147,48,62,38,743,158,111,83,61,56,15,18,2,4,44,49,50,60,8,13,0,17,42,56
0500000US41039,41039,"Lane County, Oregon",67134,378,14406,1194,4670,864,1556,330,163,83,2951,652,9736,984,1578,411,366,169,134,99,1078,316,8158,870,2589,442,612,179,4957,650,52728,1201,40183,1300,10241,537,2132,300,27810,1142,12545,997,4448,628,1020,269,195,100,3233,498,8097,781,1862,334,328,145,5907,617
0500000US41041,41041,"Lincoln County, Oregon",7782,115,1668,297,562,208,276,122,37,31,249,135,1106,253,134,99,48,51,0,25,86,92,972,244,258,92,70,50,644,205,6114,290,4388,401,1276,170,279,111,2833,304,1726,321,727,279,160,88,21,23,546,228,999,274,228,141,80,70,691,197
0500000US41043,41043,"Linn County, Oregon",27132,363,7348,798,2763,644,1297,363,169,105,1297,366,4585,786,704,397,221,149,60,91,423,322,3881,676,1307,316,174,101,2400,525,19784,820,15217,921,3736,401,828,211,10653,749,4567,675,1398,362,270,133,64,50,1064,304,3169,543,540,190,171,152,2458,469
0500000US41045,41045,"Malheur County, Oregon",7534,123,2773,384,1397,352,489,153,84,65,824,241,1376,302,170,111,87,75,0,25,83,63,1206,312,321,137,66,55,819,234,4761,371,3925,370,1011,159,131,52,2783,286,836,284,275,133,92,81,13,17,170,89,561,251,124,82,11,13,426,193
0500000US41047,41047,"Marion County, Oregon",80679,647,22536,1621,9307,1197,2723,450,773,222,5811,932,13229,1366,1903,598,570,234,242,119,1091,430,11326,1334,3741,608,626,213,6959,937,58143,1719,44346,1631,12104,595,2127,347,30115,1361,13797,1494,4496,802,1260,315,204,99,3032,667,9301,1063,2059,428,562,183,6680,822
0500000US41049,41049,"Morrow County, Oregon",3154,32,894,202,289,162,78,53,31,37,180,107,605,201,212,115,69,52,8,14,135,92,393,163,157,62,5,6,231,133,2260,201,1892,217,426,82,87,42,1379,168,368,131,107,48,33,35,9,8,65,29,261,124,33,29,4,6,224,115
0500000US41051,41051,"Multnomah County, Oregon",147637,511,35239,1908,12641,1296,3756,577,926,217,7959,940,22598,1756,2737,630,682,193,151,85,1904,529,19861,1573,5973,733,1164,287,12724,1197,112398,1970,86071,2085,28330,955,5059,447,52682,1523,26327,1668,8161,813,2343,454,526,147,5292,632,18166,1349,3993,502,744,221,13429,1077
0500000US41053,41053,"Polk County, Oregon",17847,147,3862,783,2027,580,500,192,65,47,1462,476,1835,437,504,261,249,183,12,19,243,143,1331,383,519,195,17,20,795,291,13985,812,11540,917,2843,342,678,173,8019,692,2445,457,648,223,80,53,49,47,519,199,1797,419,328,157,66,79,1403,327
0500000US41055,41055,"Sherman County, Oregon",356,57,124,46,34,23,17,14,3,3,14,12,90,45,40,33,26,28,0,12,14,12,50,29,33,28,0,12,17,13,232,54,204,54,35,23,9,7,160,48,28,20,2,4,0,12,0,12,2,4,26,19,0,12,2,3,24,18
0500000US41057,41057,"Tillamook County, Oregon",4865,97,1171,305,626,256,228,94,31,42,367,175,545,235,11,14,0,22,5,9,6,11,534,235,140,124,13,22,381,153,3694,322,2651,372,688,148,172,74,1791,284,1043,240,352,139,119,68,10,14,223,95,691,214,73,51,109,83,509,193
0500000US41059,41059,"Umatilla County, Oregon",19716,168,4486,615,917,379,453,206,106,65,358,176,3569,599,297,211,173,139,58,71,66,55,3272,547,1217,258,220,104,1835,357,15230,607,10874,716,2528,338,641,171,7705,517,4356,638,2098,526,660,311,161,103,1277,350,2258,480,540,205,42,29,1676,399
0500000US41061,41061,"Union County, Oregon",5621,57,1306,293,583,245,227,85,50,39,306,184,723,220,82,57,42,43,0,22,40,39,641,223,240,109,19,15,382,162,4315,286,3554,330,877,135,134,47,2543,255,761,190,290,117,73,49,69,68,148,63,471,164,104,62,6,11,361,129
0500000US41063,41063,"Wallowa County, Oregon",1277,52,155,66,68,55,47,43,8,11,13,20,87,46,15,18,5,7,0,17,10,16,72,43,19,17,0,17,53,40,1122,84,780,113,222,45,36,26,522,93,342,126,32,32,15,20,0,17,17,25,310,121,38,30,15,17,257,104
0500000US41065,41065,"Wasco County, Oregon",5440,133,1138,359,411,191,184,109,55,43,172,94,727,290,88,51,31,36,4,6,53,33,639,280,231,111,28,36,380,256,4302,366,3208,343,916,141,185,84,2107,275,1094,285,347,137,47,41,0,22,300,127,747,274,140,90,25,28,582,250
0500000US41067,41067,"Washington County, Oregon",133406,568,19534,1571,7633,1106,2939,518,505,177,4189,717,11901,1298,1385,410,616,252,17,28,752,292,10516,1229,3296,540,503,196,6717,853,113872,1564,93863,1929,26364,783,5590,494,61909,1496,20009,1305,6067,783,1241,281,250,112,4576,702,13942,1112,2543,336,567,152,10832,1007
0500000US41069,41069,"Wheeler County, Oregon",190,50,46,28,25,24,2,3,0,12,23,23,21,13,3,6,3,6,0,12,0,12,18,13,3,4,1,2,14,10,144,49,110,41,17,12,1,3,92,35,34,31,15,19,10,16,0,12,5,9,19,23,11,15,0,12,8,9
0500000US41071,41071,"Yamhill County, Oregon",23336,370,4510,660,2129,540,641,262,120,70,1368,369,2381,417,460,251,76,62,75,72,309,174,1921,435,494,190,172,115,1255,325,18826,768,14796,854,4005,317,795,191,9996,651,4030,613,1436,423,278,153,125,87,1033,373,2594,475,308,119,66,52,2220,433
