GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD31,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $25,000 to $34,999"
HD01_VD32,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $35,000 to $49,999"
HD02_VD32,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $35,000 to $49,999"
HD01_VD33,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $50,000 to $74,999"
HD02_VD33,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $50,000 to $74,999"
HD01_VD34,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $75,000 to $99,999"
HD02_VD34,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $75,000 to $99,999"
HD01_VD35,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $100,000 to $149,999"
HD02_VD35,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $100,000 to $149,999"
HD01_VD36,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $150,000 to $199,999"
HD02_VD36,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $150,000 to $199,999"
HD01_VD37,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $200,000 or more"
HD02_VD37,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $200,000 or more"
HD01_VD38,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years:"
HD02_VD38,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years:"
HD01_VD39,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - Less than $10,000"
HD02_VD39,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - Less than $10,000"
HD01_VD40,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $10,000 to $14,999"
HD02_VD40,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $10,000 to $14,999"
HD01_VD41,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $15,000 to $24,999"
HD02_VD41,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $15,000 to $24,999"
HD01_VD42,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $25,000 to $34,999"
HD02_VD42,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $25,000 to $34,999"
HD01_VD43,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $35,000 to $49,999"
HD02_VD43,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $35,000 to $49,999"
HD01_VD44,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $50,000 to $74,999"
HD02_VD44,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $50,000 to $74,999"
HD01_VD45,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $75,000 to $99,999"
HD02_VD45,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $75,000 to $99,999"
HD01_VD46,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $100,000 to $149,999"
HD02_VD46,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $100,000 to $149,999"
HD01_VD47,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $150,000 to $199,999"
HD02_VD47,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $150,000 to $199,999"
HD01_VD48,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $200,000 or more"
HD02_VD48,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $200,000 or more"
HD01_VD49,"Estimate; Other family: - Female householder, no husband present:"
HD02_VD49,"Margin of Error; Other family: - Female householder, no husband present:"
HD01_VD50,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years:"
HD02_VD50,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years:"
HD01_VD51,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - Less than $10,000"
HD02_VD51,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - Less than $10,000"
HD01_VD52,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $10,000 to $14,999"
HD02_VD52,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $10,000 to $14,999"
HD01_VD53,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $15,000 to $24,999"
HD02_VD53,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $15,000 to $24,999"
HD01_VD54,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $25,000 to $34,999"
HD02_VD54,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $25,000 to $34,999"
HD01_VD55,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $35,000 to $49,999"
HD02_VD55,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $35,000 to $49,999"
HD01_VD56,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $50,000 to $74,999"
HD02_VD56,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $50,000 to $74,999"
HD01_VD57,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $75,000 to $99,999"
HD02_VD57,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $75,000 to $99,999"
HD01_VD58,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $100,000 to $149,999"
HD02_VD58,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $100,000 to $149,999"
HD01_VD59,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $150,000 to $199,999"
HD02_VD59,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $150,000 to $199,999"
HD01_VD60,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $200,000 or more"
HD02_VD60,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $200,000 or more"
HD01_VD61,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years:"
HD02_VD61,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years:"
HD01_VD62,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - Less than $10,000"
HD02_VD62,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - Less than $10,000"
HD01_VD63,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $10,000 to $14,999"
HD02_VD63,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $10,000 to $14,999"
HD01_VD64,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $15,000 to $24,999"
HD02_VD64,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $15,000 to $24,999"
HD01_VD65,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $25,000 to $34,999"
HD02_VD65,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $25,000 to $34,999"
HD01_VD66,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $35,000 to $49,999"
HD02_VD66,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $35,000 to $49,999"
HD01_VD67,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $50,000 to $74,999"
HD02_VD67,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $50,000 to $74,999"
HD01_VD68,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $75,000 to $99,999"
HD02_VD68,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $75,000 to $99,999"
HD01_VD69,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $100,000 to $149,999"
HD02_VD69,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $100,000 to $149,999"
HD01_VD70,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $150,000 to $199,999"
HD02_VD70,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $150,000 to $199,999"
HD01_VD71,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $200,000 or more"
HD02_VD71,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $200,000 or more"
