GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD26,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present:"
HD01_VD27,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force"
HD02_VD27,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - In labor force"
HD01_VD28,"Estimate; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD02_VD28,"Margin of Error; Total: - No children under 18 years: - Other family: - Male householder, no wife present: - Not in labor force"
HD01_VD29,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present:"
HD02_VD29,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present:"
HD01_VD30,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force"
HD02_VD30,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - In labor force"
HD01_VD31,"Estimate; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
HD02_VD31,"Margin of Error; Total: - No children under 18 years: - Other family: - Female householder, no husband present: - Not in labor force"
