GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
0500000US41019,41019,"Douglas County, Oregon",29217,689,4001,431,1606,266,749,194,491,150,313,113,53,61,2395,328,594,171,148,108,307,130,123,110,16,28,1801,305,240,96,1265,266,288,105,8,13,25216,688,20872,664,14891,495,4630,408,1287,274,64,53,4344,437,1518,316,706,213,698,221,114,70,0,28,2826,338,1471,255,1258,226,97,55,0,28
0500000US41021,41021,"Gilliam County, Oregon",532,44,30,19,16,13,5,6,11,12,0,12,0,12,14,13,6,9,0,12,6,9,0,12,0,12,8,10,0,12,8,10,0,12,0,12,502,46,419,47,294,54,93,27,32,18,0,12,83,33,15,16,0,12,8,12,7,12,0,12,68,31,27,17,41,23,0,12,0,12
0500000US41023,41023,"Grant County, Oregon",2126,143,293,100,139,68,88,61,22,20,29,25,0,17,154,68,47,34,14,14,20,21,13,22,0,17,107,52,7,9,99,51,1,2,0,17,1833,139,1633,132,1178,108,347,75,107,37,1,3,200,66,73,32,25,17,40,25,8,11,0,17,127,50,45,34,82,38,0,17,0,17
0500000US41025,41025,"Harney County, Oregon",2158,174,321,113,189,91,80,45,83,88,16,18,10,14,132,67,21,23,5,8,16,21,0,17,0,17,111,59,19,27,89,60,3,4,0,17,1837,142,1571,137,1050,104,418,94,89,67,14,13,266,100,100,67,24,28,65,58,11,19,0,17,166,84,52,29,111,75,3,4,0,17
0500000US41027,41027,"Hood River County, Oregon",5453,368,364,162,208,109,75,70,28,39,105,72,0,22,156,111,7,13,0,22,7,13,0,22,0,22,149,111,23,27,46,40,7,11,73,97,5089,333,4327,319,2471,218,1680,243,156,70,20,23,762,170,301,109,145,93,152,83,4,6,0,22,461,136,119,58,296,119,46,49,0,22
0500000US41029,41029,"Jackson County, Oregon",53998,961,6831,602,2675,350,1317,249,872,204,469,207,17,25,4156,513,847,247,155,107,548,165,109,92,35,43,3309,488,490,174,2107,373,612,217,100,75,47167,952,38076,936,24909,666,10705,666,2233,339,229,146,9091,675,2647,422,933,227,1475,286,226,127,13,21,6444,548,2653,327,3445,367,307,153,39,55
0500000US41031,41031,"Jefferson County, Oregon",5506,301,824,154,199,81,123,63,21,31,29,31,26,32,625,145,186,103,17,27,115,66,45,68,9,13,439,120,28,24,321,111,64,39,26,23,4682,327,3506,308,2388,199,996,198,101,52,21,23,1176,198,567,159,267,132,250,93,50,41,0,22,609,135,230,86,287,105,92,67,0,22
0500000US41033,41033,"Josephine County, Oregon",22009,700,3157,382,1506,291,740,172,337,129,385,166,44,50,1651,318,602,192,25,26,505,188,72,76,0,28,1049,271,158,116,641,193,212,139,38,41,18852,647,15371,679,11245,537,3070,352,974,234,82,43,3481,406,1090,245,540,177,545,193,5,21,0,28,2391,327,1149,240,1117,247,110,69,15,24
0500000US41035,41035,"Klamath County, Oregon",18313,530,2629,371,1208,277,449,111,516,202,243,124,0,28,1421,244,255,102,52,34,193,105,10,14,0,28,1166,223,247,108,684,164,235,93,0,28,15684,556,12119,508,7925,422,3206,321,938,228,50,35,3565,332,1473,255,536,152,920,206,17,21,0,28,2092,264,826,135,1204,266,62,51,0,28
0500000US41037,41037,"Lake County, Oregon",2148,192,304,108,198,93,93,56,92,80,13,13,0,17,106,62,0,17,0,17,0,17,0,17,0,17,106,62,15,18,70,49,0,17,21,29,1844,200,1680,195,1121,144,486,120,59,44,14,17,164,67,73,46,35,37,28,27,10,12,0,17,91,46,65,46,23,18,3,13,0,17
0500000US41039,41039,"Lane County, Oregon",86248,1114,10416,692,3711,400,1652,247,1450,238,474,153,135,82,6705,600,1546,341,420,156,1021,295,105,61,0,28,5159,490,815,189,3398,415,834,185,112,90,75832,1207,60481,1161,39400,917,16676,837,4099,371,306,103,15351,774,5038,457,2122,276,2650,405,246,90,20,25,10313,655,4817,444,5075,469,406,147,15,18
0500000US41041,41041,"Lincoln County, Oregon",13045,489,1471,227,643,144,366,125,234,91,34,25,9,19,828,170,121,63,26,24,78,56,17,27,0,25,707,154,117,83,447,137,143,79,0,25,11574,487,9503,488,6915,374,2024,269,551,165,13,15,2071,274,773,194,260,98,395,131,118,81,0,25,1298,238,625,170,602,141,71,65,0,25
0500000US41043,41043,"Linn County, Oregon",30845,638,3883,412,1455,260,460,136,536,191,362,119,97,68,2428,368,332,161,44,34,202,124,18,30,68,65,2096,322,243,130,1401,270,399,145,53,53,26962,674,22411,773,14647,621,6175,482,1507,277,82,54,4551,489,1582,267,686,179,845,198,34,30,17,23,2969,366,1185,213,1540,289,242,121,2,5
0500000US41045,41045,"Malheur County, Oregon",6879,291,1378,221,602,144,169,69,243,97,136,65,54,43,776,152,128,71,18,17,96,63,14,21,0,25,648,138,127,75,371,113,120,75,30,34,5501,296,4633,283,2716,202,1329,158,540,120,48,40,868,149,318,108,142,60,145,78,31,25,0,25,550,127,267,89,227,77,31,32,25,34
0500000US41047,41047,"Marion County, Oregon",78306,946,11200,795,4493,485,1121,217,1590,336,1485,326,297,131,6707,675,1236,296,278,133,587,198,358,180,13,17,5471,641,411,142,3396,489,1483,323,181,93,67106,931,52985,1032,30930,720,16262,828,5401,441,392,172,14121,829,4754,426,2025,292,2137,345,592,240,0,28,9367,674,3715,437,4866,498,742,195,44,32
0500000US41049,41049,"Morrow County, Oregon",2811,174,434,92,117,56,22,13,37,38,47,39,11,12,317,80,111,61,2,3,76,51,20,20,13,21,206,67,47,47,116,46,24,22,19,20,2377,159,2063,143,1217,118,535,113,296,72,15,15,314,91,99,52,37,39,53,29,9,8,0,19,215,77,76,37,112,57,27,29,0,19
0500000US41051,41051,"Multnomah County, Oregon",166106,2192,20614,1139,7574,681,2635,395,2692,423,1808,325,439,127,13040,867,2451,462,648,201,1595,384,192,93,16,30,10589,725,1321,251,6410,567,2368,404,490,182,145492,2330,112787,2011,64533,1312,40149,1293,7658,577,447,143,32705,1314,10210,625,4837,459,4873,496,500,173,0,28,22495,970,10717,638,10790,827,961,212,27,25
0500000US41053,41053,"Polk County, Oregon",19535,530,2240,347,977,229,257,117,249,109,350,138,121,69,1263,230,399,145,134,89,183,113,71,64,11,18,864,216,92,53,599,189,173,98,0,28,17295,570,14600,562,9169,467,3820,399,1512,321,99,69,2695,348,747,206,394,151,273,120,65,53,15,21,1948,294,839,166,901,231,206,111,2,3
0500000US41055,41055,"Sherman County, Oregon",484,47,62,21,20,11,10,8,2,5,4,4,4,4,42,19,15,13,3,4,6,11,3,4,3,4,27,15,2,3,21,13,4,5,0,12,422,49,386,47,270,38,91,26,25,15,0,12,36,14,7,6,6,6,1,2,0,12,0,12,29,11,16,10,7,5,6,6,0,12
0500000US41057,41057,"Tillamook County, Oregon",6575,305,683,144,325,111,108,47,61,44,121,91,35,49,358,129,27,22,17,15,10,14,0,22,0,22,331,127,57,49,177,94,97,78,0,22,5892,302,4922,275,3522,224,1083,169,301,93,16,16,970,190,410,119,158,83,221,85,31,34,0,22,560,132,252,72,211,80,97,59,0,22
0500000US41059,41059,"Umatilla County, Oregon",18424,438,2420,304,701,193,376,148,135,91,159,77,31,51,1719,277,187,93,57,49,76,52,54,63,0,28,1532,250,87,58,825,229,529,207,91,84,16004,442,12534,511,7222,363,3863,343,1384,222,65,58,3470,393,1321,251,392,123,697,202,187,119,45,36,2149,333,810,167,1131,286,205,118,3,9
0500000US41061,41061,"Union County, Oregon",6763,255,806,146,361,108,136,52,117,56,82,57,26,35,445,108,107,58,33,49,74,43,0,22,0,22,338,93,2,3,251,87,81,76,4,6,5957,271,5104,277,3325,220,1337,181,353,92,89,41,853,153,371,99,140,67,211,89,20,17,0,22,482,119,174,58,242,94,66,41,0,22
0500000US41063,41063,"Wallowa County, Oregon",1847,150,197,82,130,73,103,68,27,23,0,17,0,17,67,35,11,13,0,17,11,13,0,17,0,17,56,33,0,17,55,33,1,2,0,17,1650,149,1374,127,1060,112,255,56,48,26,11,12,276,73,43,26,29,22,14,15,0,17,0,17,233,75,73,31,141,62,19,28,0,17
0500000US41065,41065,"Wasco County, Oregon",6484,341,688,197,243,83,73,46,132,80,21,22,17,22,445,171,83,54,30,35,45,42,8,11,0,22,362,155,52,50,229,113,81,91,0,22,5796,329,4737,288,3236,230,1177,198,279,86,45,39,1059,202,280,102,82,48,185,79,13,13,0,22,779,171,349,106,337,100,88,76,5,8
0500000US41067,41067,"Washington County, Oregon",135468,1304,11174,769,4726,546,1539,309,2120,334,957,227,110,78,6448,504,1035,239,253,107,672,216,110,73,0,28,5413,491,655,184,3298,372,1369,308,91,74,124294,1361,102014,1515,53220,1157,39203,1130,9051,528,540,134,22280,1125,7348,659,3437,513,3575,456,326,120,10,15,14932,844,6084,402,8067,751,756,202,25,30
0500000US41069,41069,"Wheeler County, Oregon",410,41,55,20,39,17,26,14,7,6,6,10,0,12,16,12,4,6,0,12,4,6,0,12,0,12,12,10,0,12,11,10,0,12,1,2,355,38,320,37,271,36,39,13,6,9,4,5,35,17,14,14,8,12,6,6,0,12,0,12,21,12,13,9,4,6,4,7,0,12
0500000US41071,41071,"Yamhill County, Oregon",24954,680,2483,336,1132,229,377,120,522,173,159,79,74,48,1351,248,316,115,69,57,172,89,75,71,0,28,1035,215,68,52,726,178,239,118,2,5,22471,674,18459,685,10775,437,6181,475,1384,229,119,57,4012,425,1394,274,555,174,665,212,174,103,0,28,2618,346,1131,209,1236,247,251,97,0,28
