GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
0500000US41019,41019,"Douglas County, Oregon",29217,689,4001,431,1606,266,850,210,417,132,286,107,53,61,2395,328,594,171,185,106,299,132,94,106,16,28,1801,305,439,120,1123,262,231,98,8,13,25216,688,20872,664,15411,483,4256,399,1141,262,64,53,4344,437,1518,316,863,234,553,181,102,74,0,28,2826,338,1612,267,1164,223,50,45,0,28
0500000US41021,41021,"Gilliam County, Oregon",532,44,30,19,16,13,12,12,4,6,0,12,0,12,14,13,6,9,0,12,6,9,0,12,0,12,8,10,0,12,8,10,0,12,0,12,502,46,419,47,303,54,87,26,29,19,0,12,83,33,15,16,0,12,8,12,7,12,0,12,68,31,38,22,30,19,0,12,0,12
0500000US41023,41023,"Grant County, Oregon",2126,143,293,100,139,68,90,60,20,20,29,25,0,17,154,68,47,34,14,14,33,30,0,17,0,17,107,52,7,9,99,51,1,2,0,17,1833,139,1633,132,1208,105,320,70,104,36,1,3,200,66,73,32,25,17,40,25,8,11,0,17,127,50,54,35,73,38,0,17,0,17
0500000US41025,41025,"Harney County, Oregon",2158,174,321,113,189,91,80,45,83,88,16,18,10,14,132,67,21,23,5,8,16,21,0,17,0,17,111,59,26,30,82,58,3,4,0,17,1837,142,1571,137,1098,108,377,82,89,67,7,8,266,100,100,67,50,36,50,55,0,17,0,17,166,84,61,33,102,75,3,4,0,17
0500000US41027,41027,"Hood River County, Oregon",5453,368,364,162,208,109,82,71,28,39,98,71,0,22,156,111,7,13,0,22,7,13,0,22,0,22,149,111,35,30,34,36,80,98,0,22,5089,333,4327,319,2540,214,1616,242,160,67,11,17,762,170,301,109,181,101,116,76,4,6,0,22,461,136,154,68,261,120,46,49,0,22
0500000US41029,41029,"Jackson County, Oregon",53998,961,6831,602,2675,350,1354,250,835,210,469,207,17,25,4156,513,847,247,197,101,548,171,92,90,10,17,3309,488,766,240,1860,352,615,221,68,61,47167,952,38076,936,25727,700,10102,657,2020,296,227,146,9091,675,2647,422,1159,278,1249,235,226,127,13,21,6444,548,3199,377,2935,352,271,151,39,55
0500000US41031,41031,"Jefferson County, Oregon",5506,301,824,154,199,81,132,63,14,25,35,34,18,29,625,145,186,103,59,67,73,46,54,67,0,22,439,120,57,32,334,113,48,31,0,22,4682,327,3506,308,2467,209,931,184,87,45,21,23,1176,198,567,159,324,139,193,77,50,41,0,22,609,135,397,113,138,78,74,71,0,22
0500000US41033,41033,"Josephine County, Oregon",22009,700,3157,382,1506,291,771,176,338,130,374,167,23,39,1651,318,602,192,69,57,461,176,72,76,0,28,1049,271,214,123,639,192,158,112,38,41,18852,647,15371,679,11476,541,2916,365,909,211,70,41,3481,406,1090,245,601,184,484,187,5,21,0,28,2391,327,1487,250,814,206,90,66,0,28
0500000US41035,41035,"Klamath County, Oregon",18313,530,2629,371,1208,277,531,127,476,194,201,107,0,28,1421,244,255,102,64,39,181,102,10,14,0,28,1166,223,296,108,660,164,210,86,0,28,15684,556,12119,508,8270,408,2910,312,889,227,50,35,3565,332,1473,255,625,166,831,188,17,21,0,28,2092,264,1078,151,952,248,62,51,0,28
0500000US41037,41037,"Lake County, Oregon",2148,192,304,108,198,93,148,87,37,31,13,13,0,17,106,62,0,17,0,17,0,17,0,17,0,17,106,62,27,25,58,42,0,17,21,29,1844,200,1680,195,1131,145,476,118,59,44,14,17,164,67,73,46,41,38,28,27,4,8,0,17,91,46,80,45,8,9,3,13,0,17
0500000US41039,41039,"Lane County, Oregon",86248,1114,10416,692,3711,400,1727,252,1398,235,455,146,131,82,6705,600,1546,341,512,166,929,274,105,61,0,28,5159,490,1100,224,3195,402,831,192,33,44,75832,1207,60481,1161,40650,933,15874,795,3676,345,281,103,15351,774,5038,457,2533,278,2278,394,220,86,7,13,10313,655,5750,488,4267,440,296,122,0,28
0500000US41041,41041,"Lincoln County, Oregon",13045,489,1471,227,643,144,368,125,232,91,34,25,9,19,828,170,121,63,26,24,78,56,17,27,0,25,707,154,264,115,333,121,110,56,0,25,11574,487,9503,488,7179,355,1831,268,480,142,13,15,2071,274,773,194,346,118,320,115,107,80,0,25,1298,238,720,176,544,151,34,30,0,25
0500000US41043,41043,"Linn County, Oregon",30845,638,3883,412,1455,260,463,136,550,188,345,114,97,68,2428,368,332,161,52,37,212,130,35,52,33,34,2096,322,326,165,1423,280,294,124,53,53,26962,674,22411,773,15024,608,5876,487,1458,267,53,36,4551,489,1582,267,870,209,673,194,22,22,17,23,2969,366,1375,227,1420,283,174,107,0,28
0500000US41045,41045,"Malheur County, Oregon",6879,291,1378,221,602,144,174,70,243,97,133,64,52,44,776,152,128,71,18,17,96,63,14,21,0,25,648,138,188,87,310,94,120,75,30,34,5501,296,4633,283,2958,204,1133,150,518,126,24,22,868,149,318,108,154,62,142,79,22,22,0,25,550,127,306,94,197,72,22,31,25,34
0500000US41047,41047,"Marion County, Oregon",78306,946,11200,795,4493,485,1199,224,1614,342,1413,315,267,127,6707,675,1236,296,347,149,616,214,260,139,13,17,5471,641,652,183,3255,472,1383,310,181,93,67106,931,52985,1032,32118,748,15411,823,5125,425,331,157,14121,829,4754,426,2420,344,1819,284,515,230,0,28,9367,674,4416,454,4341,469,578,179,32,26
0500000US41049,41049,"Morrow County, Oregon",2811,174,434,92,117,56,22,13,37,38,47,39,11,12,317,80,111,61,27,32,58,44,13,15,13,21,206,67,57,48,113,46,24,22,12,19,2377,159,2063,143,1281,112,492,114,275,74,15,15,314,91,99,52,44,40,52,30,3,5,0,19,215,77,94,46,94,52,27,29,0,19
0500000US41051,41051,"Multnomah County, Oregon",166106,2192,20614,1139,7574,681,2835,427,2644,429,1674,293,421,129,13040,867,2451,462,828,235,1482,358,125,72,16,30,10589,725,1791,281,6105,556,2232,387,461,176,145492,2330,112787,2011,66725,1382,38778,1281,6863,587,421,142,32705,1314,10210,625,5559,497,4315,499,336,143,0,28,22495,970,12171,699,9520,824,777,201,27,25
0500000US41053,41053,"Polk County, Oregon",19535,530,2240,347,977,229,270,120,238,108,348,138,121,69,1263,230,399,145,162,95,155,112,71,64,11,18,864,216,213,108,528,182,123,81,0,28,17295,570,14600,562,9408,453,3652,399,1441,317,99,69,2695,348,747,206,429,157,245,108,58,52,15,21,1948,294,981,188,761,217,206,111,0,28
0500000US41055,41055,"Sherman County, Oregon",484,47,62,21,20,11,10,8,2,5,4,4,4,4,42,19,15,13,3,4,6,11,3,4,3,4,27,15,2,3,21,13,4,5,0,12,422,49,386,47,281,40,80,24,25,15,0,12,36,14,7,6,6,6,1,2,0,12,0,12,29,11,19,10,4,4,6,6,0,12
0500000US41057,41057,"Tillamook County, Oregon",6575,305,683,144,325,111,108,47,61,44,121,91,35,49,358,129,27,22,22,19,5,10,0,22,0,22,331,127,89,59,145,87,97,78,0,22,5892,302,4922,275,3621,220,1004,166,281,89,16,16,970,190,410,119,178,86,201,82,31,34,0,22,560,132,300,88,172,77,88,57,0,22
0500000US41059,41059,"Umatilla County, Oregon",18424,438,2420,304,701,193,376,148,138,91,156,77,31,51,1719,277,187,93,60,48,76,52,51,62,0,28,1532,250,95,58,821,229,533,207,83,83,16004,442,12534,511,7629,369,3616,346,1263,213,26,27,3470,393,1321,251,608,147,606,189,91,70,16,20,2149,333,1074,208,922,262,151,97,2,9
0500000US41061,41061,"Union County, Oregon",6763,255,806,146,361,108,167,68,117,56,51,34,26,35,445,108,107,58,37,50,70,42,0,22,0,22,338,93,2,3,255,86,81,76,0,22,5957,271,5104,277,3405,217,1271,177,339,90,89,41,853,153,371,99,149,67,202,88,20,17,0,22,482,119,227,61,210,89,45,37,0,22
0500000US41063,41063,"Wallowa County, Oregon",1847,150,197,82,130,73,103,68,27,23,0,17,0,17,67,35,11,13,0,17,11,13,0,17,0,17,56,33,0,17,55,33,1,2,0,17,1650,149,1374,127,1075,110,242,53,47,26,10,12,276,73,43,26,34,23,9,12,0,17,0,17,233,75,82,33,132,61,19,28,0,17
0500000US41065,41065,"Wasco County, Oregon",6484,341,688,197,243,83,87,45,118,78,21,22,17,22,445,171,83,54,50,45,30,34,3,5,0,22,362,155,64,55,217,111,81,91,0,22,5796,329,4737,288,3406,221,1051,182,264,82,16,20,1059,202,280,102,113,53,154,73,13,13,0,22,779,171,405,118,318,94,56,64,0,22
0500000US41067,41067,"Washington County, Oregon",135468,1304,11174,769,4726,546,1585,317,2143,341,920,225,78,61,6448,504,1035,239,295,114,630,205,110,73,0,28,5413,491,934,212,3088,390,1300,307,91,74,124294,1361,102014,1515,54525,1181,38380,1147,8624,539,485,122,22280,1125,7348,659,3856,536,3212,451,274,94,6,13,14932,844,7138,495,7152,705,617,191,25,30
0500000US41069,41069,"Wheeler County, Oregon",410,41,55,20,39,17,28,14,11,10,0,12,0,12,16,12,4,6,0,12,4,6,0,12,0,12,12,10,2,3,9,10,0,12,1,2,355,38,320,37,275,37,35,13,6,9,4,5,35,17,14,14,8,12,6,6,0,12,0,12,21,12,14,8,3,5,4,7,0,12
0500000US41071,41071,"Yamhill County, Oregon",24954,680,2483,336,1132,229,388,119,535,183,135,71,74,48,1351,248,316,115,153,74,88,74,75,71,0,28,1035,215,145,76,701,181,187,91,2,5,22471,674,18459,685,11190,423,5935,484,1243,216,91,48,4012,425,1394,274,632,178,611,203,151,96,0,28,2618,346,1377,214,1142,247,99,54,0,28
