GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD01_VD31,"Estimate; Married-couple family: - No own children under 18 years: - $60,000 to $74,999"
HD02_VD31,"Margin of Error; Married-couple family: - No own children under 18 years: - $60,000 to $74,999"
HD01_VD32,"Estimate; Married-couple family: - No own children under 18 years: - $75,000 to $99,999"
HD02_VD32,"Margin of Error; Married-couple family: - No own children under 18 years: - $75,000 to $99,999"
HD01_VD33,"Estimate; Married-couple family: - No own children under 18 years: - $100,000 to $124,999"
HD02_VD33,"Margin of Error; Married-couple family: - No own children under 18 years: - $100,000 to $124,999"
HD01_VD34,"Estimate; Married-couple family: - No own children under 18 years: - $125,000 to $149,999"
HD02_VD34,"Margin of Error; Married-couple family: - No own children under 18 years: - $125,000 to $149,999"
HD01_VD35,"Estimate; Married-couple family: - No own children under 18 years: - $150,000 to $199,999"
HD02_VD35,"Margin of Error; Married-couple family: - No own children under 18 years: - $150,000 to $199,999"
HD01_VD36,"Estimate; Married-couple family: - No own children under 18 years: - $200,000 or more"
HD02_VD36,"Margin of Error; Married-couple family: - No own children under 18 years: - $200,000 or more"
HD01_VD37,Estimate; Other family:
HD02_VD37,Margin of Error; Other family:
HD01_VD38,"Estimate; Other family: - Male householder, no wife present:"
HD02_VD38,"Margin of Error; Other family: - Male householder, no wife present:"
HD01_VD39,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years:"
HD02_VD39,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years:"
HD01_VD40,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - Less than $10,000"
HD02_VD40,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - Less than $10,000"
HD01_VD41,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $10,000 to $14,999"
HD02_VD41,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $10,000 to $14,999"
HD01_VD42,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $15,000 to $19,999"
HD02_VD42,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $15,000 to $19,999"
HD01_VD43,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $20,000 to $24,999"
HD02_VD43,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $20,000 to $24,999"
HD01_VD44,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $25,000 to $29,999"
HD02_VD44,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $25,000 to $29,999"
HD01_VD45,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $30,000 to $34,999"
HD02_VD45,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $30,000 to $34,999"
HD01_VD46,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $35,000 to $39,999"
HD02_VD46,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $35,000 to $39,999"
HD01_VD47,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $40,000 to $44,999"
HD02_VD47,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $40,000 to $44,999"
HD01_VD48,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $45,000 to $49,999"
HD02_VD48,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $45,000 to $49,999"
HD01_VD49,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $50,000 to $59,999"
HD02_VD49,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $50,000 to $59,999"
HD01_VD50,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $60,000 to $74,999"
HD02_VD50,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $60,000 to $74,999"
HD01_VD51,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $75,000 to $99,999"
HD02_VD51,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $75,000 to $99,999"
HD01_VD52,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $100,000 to $124,999"
HD02_VD52,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $100,000 to $124,999"
HD01_VD53,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $125,000 to $149,999"
HD02_VD53,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $125,000 to $149,999"
HD01_VD54,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $150,000 to $199,999"
HD02_VD54,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $150,000 to $199,999"
HD01_VD55,"Estimate; Other family: - Male householder, no wife present: - With own children under 18 years: - $200,000 or more"
HD02_VD55,"Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years: - $200,000 or more"
HD01_VD56,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years:"
HD02_VD56,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years:"
HD01_VD57,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - Less than $10,000"
HD02_VD57,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - Less than $10,000"
HD01_VD58,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $10,000 to $14,999"
HD02_VD58,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $10,000 to $14,999"
HD01_VD59,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $15,000 to $19,999"
HD02_VD59,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $15,000 to $19,999"
HD01_VD60,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $20,000 to $24,999"
HD02_VD60,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $20,000 to $24,999"
HD01_VD61,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $25,000 to $29,999"
HD02_VD61,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $25,000 to $29,999"
HD01_VD62,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $30,000 to $34,999"
HD02_VD62,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $30,000 to $34,999"
HD01_VD63,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $35,000 to $39,999"
HD02_VD63,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $35,000 to $39,999"
HD01_VD64,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $40,000 to $44,999"
HD02_VD64,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $40,000 to $44,999"
HD01_VD65,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $45,000 to $49,999"
HD02_VD65,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $45,000 to $49,999"
HD01_VD66,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $50,000 to $59,999"
HD02_VD66,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $50,000 to $59,999"
HD01_VD67,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $60,000 to $74,999"
HD02_VD67,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $60,000 to $74,999"
HD01_VD68,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $75,000 to $99,999"
HD02_VD68,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $75,000 to $99,999"
HD01_VD69,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $100,000 to $124,999"
HD02_VD69,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $100,000 to $124,999"
HD01_VD70,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $125,000 to $149,999"
HD02_VD70,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $125,000 to $149,999"
HD01_VD71,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $150,000 to $199,999"
HD02_VD71,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $150,000 to $199,999"
HD01_VD72,"Estimate; Other family: - Male householder, no wife present: - No own children under 18 years: - $200,000 or more"
HD02_VD72,"Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years: - $200,000 or more"
HD01_VD73,"Estimate; Other family: - Female householder, no husband present:"
HD02_VD73,"Margin of Error; Other family: - Female householder, no husband present:"
HD01_VD74,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years:"
HD02_VD74,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years:"
HD01_VD75,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - Less than $10,000"
HD02_VD75,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - Less than $10,000"
HD01_VD76,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $10,000 to $14,999"
HD02_VD76,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $10,000 to $14,999"
HD01_VD77,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $15,000 to $19,999"
HD02_VD77,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $15,000 to $19,999"
HD01_VD78,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $20,000 to $24,999"
HD02_VD78,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $20,000 to $24,999"
HD01_VD79,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $25,000 to $29,999"
HD02_VD79,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $25,000 to $29,999"
HD01_VD80,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $30,000 to $34,999"
HD02_VD80,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $30,000 to $34,999"
HD01_VD81,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $35,000 to $39,999"
HD02_VD81,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $35,000 to $39,999"
HD01_VD82,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $40,000 to $44,999"
HD02_VD82,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $40,000 to $44,999"
HD01_VD83,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $45,000 to $49,999"
HD02_VD83,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $45,000 to $49,999"
HD01_VD84,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $50,000 to $59,999"
HD02_VD84,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $50,000 to $59,999"
HD01_VD85,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $60,000 to $74,999"
HD02_VD85,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $60,000 to $74,999"
HD01_VD86,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $75,000 to $99,999"
HD02_VD86,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $75,000 to $99,999"
HD01_VD87,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $100,000 to $124,999"
HD02_VD87,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $100,000 to $124,999"
HD01_VD88,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $125,000 to $149,999"
HD02_VD88,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $125,000 to $149,999"
HD01_VD89,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $150,000 to $199,999"
HD02_VD89,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $150,000 to $199,999"
HD01_VD90,"Estimate; Other family: - Female householder, no husband present: - With own children under 18 years: - $200,000 or more"
HD02_VD90,"Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years: - $200,000 or more"
HD01_VD91,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years:"
HD02_VD91,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years:"
HD01_VD92,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - Less than $10,000"
HD02_VD92,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - Less than $10,000"
HD01_VD93,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $10,000 to $14,999"
HD02_VD93,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $10,000 to $14,999"
HD01_VD94,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $15,000 to $19,999"
HD02_VD94,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $15,000 to $19,999"
HD01_VD95,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $20,000 to $24,999"
HD02_VD95,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $20,000 to $24,999"
HD01_VD96,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $25,000 to $29,999"
HD02_VD96,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $25,000 to $29,999"
HD01_VD97,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $30,000 to $34,999"
HD02_VD97,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $30,000 to $34,999"
HD01_VD98,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $35,000 to $39,999"
HD02_VD98,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $35,000 to $39,999"
HD01_VD99,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $40,000 to $44,999"
HD02_VD99,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $40,000 to $44,999"
HD01_VD100,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $45,000 to $49,999"
HD02_VD100,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $45,000 to $49,999"
HD01_VD101,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $50,000 to $59,999"
HD02_VD101,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $50,000 to $59,999"
HD01_VD102,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $60,000 to $74,999"
HD02_VD102,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $60,000 to $74,999"
HD01_VD103,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $75,000 to $99,999"
HD02_VD103,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $75,000 to $99,999"
HD01_VD104,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $100,000 to $124,999"
HD02_VD104,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $100,000 to $124,999"
HD01_VD105,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $125,000 to $149,999"
HD02_VD105,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $125,000 to $149,999"
HD01_VD106,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $150,000 to $199,999"
HD02_VD106,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $150,000 to $199,999"
HD01_VD107,"Estimate; Other family: - Female householder, no husband present: - No own children under 18 years: - $200,000 or more"
HD02_VD107,"Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years: - $200,000 or more"
